Page ID,Page name,Disclaimer,Amount spent (TWD),Number of ads in Library
148475335184300,Greenpeace 綠色和平 (台灣網站),Greenpeace 綠色和平 (台灣網站),47558,47
238507146264909,國際特赦組織 台灣分會 Amnesty International Taiwan,國際特赦組織 台灣分會 Amnesty International Taiwan,38155,165
693907914395620,良杯製所 Oolab,良杯製所 Oolab,18369,10
105556085524776,Twpca-台灣野良犬照護協會,Twpca-台灣野良犬照護協會,8195,3
211730475524462,大陸委員會,大陸委員會,5631,9
401843085061,台電電力粉絲團,台電,5608,2
107729492624806,陳美雅,陳美雅,5550,5
277223962685223,Nespresso.TWN,Nespresso.TWN,5315,13
467933563234921,南門書局-網路圖書名店、也有實體店面，誠信可靠！,玉河 孫,5128,10
106801464127093,目目非營利 MUVE NPO,目目非營利,5067,9
569626243213799,生鮮時書,生鮮時書,4572,5
286487218798,遠見雜誌,遠見雜誌,4430,5
219315794887869,聯合報,聯合報股份有限公司,4222,26
177161918975981,基督教芥菜種會,基督教芥菜種會,3994,23
1855418728011324,鏡週刊,鏡週刊,3819,2
1649523455281990,遠山呼喚,遠山呼喚國際貧童教育組織,3693,2
115430274859303,田長沛,田長沛,3462,7
329272691046745,黃紹庭,佳錚周,3032,2
370040056424487,徐耀昌加油讚,徐耀昌加油讚,2983,2
727855827262810,林家興 Alfred Lin,林家興 Alfred Lin,2971,5
218662974825481,王惠美,王惠美,2744,1
201785650801,亞洲大學(Asia University Taiwan),亞洲大學,2710,15
211271956064121,"外交部 Ministry of Foreign Affairs, ROC（Taiwan）",Pei Fang Hsieh,2611,3
306276709452272,文化部,文化部,2586,8
109462390640602,企業勞動法務管理顧問-勞動契約、勞資爭議、勞務健檢、教育訓練、法律事務、法律風險控管,芸廷 林,2514,42
1212271885604995,社團法人愛的延續公益協會,社團法人愛的延續公益協會,2368,3
158025223269,今周刊,今周刊,2210,5
101176989480437,九槍 And Miles to Go Before I Sleep,九槍 And Miles to Go Before I Sleep,2130,9
246324992373019,傅崐萁,Evonne Hu,2031,2
1537741526464370,桃園市議長邱奕勝,奕勝 邱,2011,5
191690867518507,江啟臣,江啟臣,1979,5
152479095435700,茶樹莊園 Tea Tree Garden,花仙子 Farcent,1955,2
107967864993250,SOGA STOP！,財團法人隆中向上教育基金會,1936,2
102046048924214,Alpha plus - 人才加速器,Alpha plus - 人才加速器,1882,2
2142074882525226,張智倫,張智倫,1867,3
335544036485779,經濟部,經濟部,1811,2
689236134463889,勞動in台中,郁琪 傅,1640,3
327941870899267,元智大學 i Life,元智大學 i Life,1623,2
1487218698275407,南門書局二店-網路特價書店-也有實體店面，價格親民，誠信可靠的老店。（師友文化）,玉河 孫,1608,4
104624290080479,張育美,翊斌黃,1588,5
100714476220256,永續金融先行者聯盟,永續金融先行者聯盟,1470,37
547129002067069,杜文中,文中 杜,1439,30
105692292105892,黃士修,Shih-Hsiu Huang,1419,3
436843193180529,Unipapa,Unipapa,1401,23
101379699115840,異軍Game Show,These ads ran without a disclaimer,1378,2
241284961029,udn.com 聯合新聞網,udn.com 聯合新聞網,1291,2
547200098628531,游輝宂,游辉宂,1257,1
171759036215066,創世紀不動產教育訓練中心,Micky  Wu,1255,32
1621835121361449,陳超明-阿明哥粉絲團,超明 陳,1235,5
465616346853075,RE-THINK 重新思考,RE-THINK 重新思考,1210,8
375176372888863,桃園電子報,桃園電子報,1148,1
108862858386760,Akamai Taiwan,Akamai Taiwan,1127,1
132794020089924,BACK TO BRITISH Tramy 崔咪,These ads ran without a disclaimer,1125,3
235679595900,民視新聞,民視新聞,1104,7
779960838880307,蔡蕥鍹,蕥鍹 蔡,992,1
103469901828540,挖貝 WaBay,挖貝 WaBay,973,3
805578896186426,邱鎮軍,邱鎮軍,961,1
814142741942881,陳若翠-微笑加油讚,郁琪廖,885,13
101355918337667,地天泰國際顧問有限公司,地天泰國際顧問有限公司,877,2
1043591575667511,後龍鎮公所,宗毅 吳,847,1
108696572024879,民視佮你講（Bîn-sī kah lí kóng）,民視新聞,835,5
1649151078446134,卓冠廷,冠廷卓,815,22
101718182459153,天秤座戰士,Companionship Digital,776,8
113761234998842,温宗諭,博盛侯,764,1
322447507832934,文茜的世界周報 Sisy's World News,文耀胡,763,1
390569611008641,願景工程基金會 Vision Project,願景工程基金會,743,27
108803285304242,秀策法律事務所,士閎沈,719,3
110699089014688,三立新聞,三立新聞,690,1
791870507594526,利樂創新界,利樂創新界,659,17
148513668543221,地球公民基金會,地球公民基金會,633,8
1847777185521418,放言 Fount Media,放言科技傳媒股份有限公司,627,8
186593071836,商業周刊（商周.com）,商業周刊（商周.com）,608,2
189061482332,張嘉郡,嘉郡張,605,1
165533803086,魏嘉賢,魏嘉賢,584,3
383174975382808,鍾沛君,鍾沛君,576,5
104805437969925,JERA 台灣捷熱能源,"JERA Energy Taiwan Co., Ltd.",575,1
794188814045662,新業建設 Hsinyeh,新業建設股份有限公司,540,1
