Page ID,Page name,Disclaimer,Amount spent (BRL),Number of ads in Library
1894520370802455,Governo do Brasil,Secretaria Especial de Comunicação Social -Governo do Brasil,38807,89
301774903545521,Brasil Paralelo,Brasil Paralelo,28791,268
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,9652,105
1608447079411218,Portal Concursos,PORTAL CURSOS PREPARATORIOS E OAB LTDA,8188,294
101189854802059,Revista Oeste,Revista Oeste,5967,47
250305668489402,Professor Kenny,These ads ran without a disclaimer,5103,41
104625758942119,Siga Antenado,Siga Antenado,4081,41
102230742704089,Dra. Vanessa Soares,These ads ran without a disclaimer,3869,1
184630004955946,PSDB MG,Partido da Social Democracia Brasileira,2600,7
132584057957,Skol,Ambev,2323,84
329948620416635,Marcelo Cid Heráclito Queiroz,Marcelo Cid Heráclito Queiroz,2282,9
135611223190336,ClimaInfo,Instituto ClimaInfo,2187,9
105520569004820,Absolar Comunica,Associação Brasileira de Energia Solar Fotovoltaica,2128,27
111230475337233,Novo Cremesp,Novo Cremesp,2000,74
318257358332337,Prefeitura de Itumbiara,Prefeitura de Itumbiara,1972,8
101230328792183,Portal Concursos & OAB,Portal Concursos & OAB,1941,112
128850220504786,UNICEF Brasil,UNICEF Brasil,1928,56
141699199238512,Secretaria de Turismo do Estado da Bahia,Secretaria de Turismo do Estado da Bahia,1922,5
1563118247151513,André Vechi,André Vechi,1757,51
159103797542,Greenpeace Brasil,Greenpeace Brasil,1742,91
2308676322748492,Marcio Carvalho de Sá,These ads ran without a disclaimer,1731,18
152338908863109,William Dornela,William Dornela,1695,112
1549054225424161,Eduardo Moreira,Instituto Conhecimento Liberta,1685,32
198849783539777,Buscofem,Buscofem,1673,2
175804982467404,Safernet Brasil,Safernet Brasil pago com créditos de anúncio do Facebook,1641,3
810484929045349,BNDES,BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL,1601,2
115931765148387,Assembleia Legislativa de Minas Gerais,Assembleia Legislativa Do Estado De Minas Gerais,1490,2
109109610803813,MeuPreparatório,MeuPreparatório,1467,51
157912844276400,Governo da Bahia,Governo da Bahia,1440,10
330379553673497,Oxfam Brasil,Oxfam Brasil,1435,81
92227023652,Governo do Estado de São Paulo,Governo do Estado de São Paulo,1392,3
250196825124680,PAULO ECCEL,ELEICAO SUPLEMENTAR PAULO ROBERTO ECCEL PREFEITO,1264,165
105194558923177,Alessandro Simas,ELEICAO SUPLEMENTAR ALESSANDRO ANDRE MOREIRA SIMAS PREFEITO,1234,22
333720355130,Petrobras,Petrobras,1223,17
104806691127942,Juliana Lemos,Juliana Lemos,1149,5
239665829565195,Cidade de São Paulo,Prefeitura da Cidade de São Paulo,1131,45
103128192792992,Conexão Médica RS,Conexão Médica RS,1099,57
103436972776410,Seja Policial Militar,Seja Policial Militar,1082,34
163111127092232,Governo de Mato Grosso,ESTADO DE MATO GROSSO,1066,1
181946581836674,Mega Concursos,Mega Concursos,1062,43
1435481140053748,L'Oréal Group,These ads ran without a disclaimer,1060,1
107499715501710,william_f_molina,ELEIÇÃO SUPLEMENTAR WILLIAM FERNANDES MOLINA PREFEITO,988,24
280413655431834,AMB - Associação Médica Brasileira,Associação Médica Brasileira,980,7
367468876929300,Instituto Avon,AVON COSMETICOS LTDA,855,5
105527742878890,Prefeitura do Recife,Prefeitura do Recife,784,30
1412250662388911,Sismmac,Sismmac,774,39
115558703488480,IDP Online,Instituto Brasiliense de Direito Publico,755,88
333720355130,Petrobras,These ads ran without a disclaimer,696,1
103406975985499,Resgate dos Médicos e da Medicina - Chapa 3,Resgate dos Médicos e da Medicina - Chapa 3,688,4
449013258505096,Prefeitura de Palmas,Prefeitura de Palmas,673,32
105821366170914,PT - Partido dos Trabalhadores,Partido dos Trabalhadores,633,36
104431355234690,Minuto Escola,Um Minuto Produções Culturais LTDA,631,8
159103797542,Greenpeace Brasil,Greenpeace Brasil,624,53
1544493995819099,Roberto Cláudio,Roberto Claudio Bezerra,608,1
192596718225700,Fale33,Fale33,566,53
