Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,2149
Bicol Region,12993
Cagayan Valley,7132
Calabarzon,43282
Caraga,4702
Central Luzon,29525
Central Visayas,15789
Cordillera Administrative Region,3901
Davao Region,9950
Eastern Visayas,8983
Ilocos Region,12615
Metro Manila,59212
Mimaropa,6820
Northern Mindanao,11160
Soccsksargen,8266
Unknown,≤100
Western Visayas,17102
Zamboanga Peninsula,6064
