Location name,Amount spent (MYR)
Johor,636
Kedah,368
Kelantan,324
Kuala Lumpur,939
Labuan,≤100
Malacca,202
Negeri Sembilan,255
Pahang,277
Penang,280
Perak,400
Perlis,≤100
Putrajaya,≤100
Sabah,401
Sarawak,249
Selangor,1912
Terengganu,299
Unknown,≤100
