Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,1073
Bicol Region,11210
Cagayan Valley,6239
Calabarzon,40513
Caraga,3342
Central Luzon,23641
Central Visayas,33931
Cordillera Administrative Region,2787
Davao Region,7105
Eastern Visayas,5783
Ilocos Region,9094
Metro Manila,58071
Mimaropa,6941
Northern Mindanao,7891
Soccsksargen,6000
Unknown,≤100
Western Visayas,22178
Zamboanga Peninsula,4416
