Location name,Amount spent (USD)
Alabama,19117
Alaska,3023
American Samoa,≤100
Arizona,32577
Arkansas,10558
California,126687
Colorado,20473
Connecticut,9584
Delaware,3784
Florida,94210
Georgia,35735
Guam,≤100
Hawaii,3784
Idaho,6961
Illinois,44344
Indiana,24898
Iowa,14630
Kansas,13122
Kentucky,16896
Louisiana,21058
Maine,4561
Maryland,22467
Massachusetts,22706
Michigan,42595
Minnesota,19563
Mississippi,16606
Missouri,22439
Montana,4975
Nebraska,6226
Nevada,16644
New Hampshire,7875
New Jersey,40800
New Mexico,8395
New York,69575
North Carolina,39443
North Dakota,2155
Northern Mariana Islands,≤100
Ohio,64758
Oklahoma,16552
Oregon,15399
Pennsylvania,48922
Puerto Rico,≤100
Rhode Island,4040
South Carolina,20535
South Dakota,2411
Tennessee,29065
Texas,126876
Unknown,≤100
Utah,11589
Vermont,1865
Virgin Islands (U.S.),≤100
Virginia,34288
Washington,27156
"Washington, District of Columbia",9595
West Virginia,8110
Wisconsin,23781
Wyoming,1983
