Location name,Amount spent (CLP)
Antofagasta Region,147398
Araucanía Region,268673
Arica y Parinacota Region,74183
Atacama Region,57123
Aysén Region,31377
Bío Bío Region,517928
Coquimbo Region,243416
Los Lagos Region,214299
Los Ríos Region,101114
Magallanes y la Antártica Chilena Region,54095
Maule Region,218103
O'Higgins Region,196848
Santiago Metropolitan Region,3073354
Tarapacá Region,63565
Unknown,2012
Valparaíso Region,591841
