Location name,Amount spent (EUR)
Andalusia,2938
Aragón,404
Balearic Islands,538
Cantabria,186
Castilla y Leon,571
Castilla-La Mancha,479
Cataluña,3013
Comunidad Valenciana,1708
Comunidad de Madrid,2744
Extremadura,376
Galicia,801
Islas Canarias,879
La Rioja,≤100
Navarra,177
País Vasco,607
Principality of Asturias,396
Region of Murcia,456
Unknown,≤100
