Page ID,Page name,Disclaimer,Amount spent (BRL),Number of ads in Library
301774903545521,Brasil Paralelo,Brasil Paralelo,54704,224
425215080864180,Pfizer Brasil,Pfizer,18175,24
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,12287,290
416907625028840,Governo do Estado de Minas Gerais,Governo de Minas Gerais,12064,6
141627992572943,Budweiser,Ambev,8014,3
121116005943892,Saúde Não Se Pesa,NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA,6186,3
113507215403008,Câmara Municipal de São Paulo,Câmara Municipal de São Paulo,5144,25
159103797542,Greenpeace Brasil,Greenpeace Brasil,4079,182
239665829565195,Cidade de São Paulo,Pago por Prefeitura de SP,3703,40
109354687306376,Instituto Conhecimento Liberta,Instituto Conhecimento Liberta,3304,87
810484929045349,BNDES,BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL,2968,2
102199795319206,Pablo Marçal Oficial,These ads ran without a disclaimer,2641,14
103049939296677,Paulo Santiago,Approved Empreendimentos Digitais,2418,4
255804437808407,Vale,Gustavo Ferreira,2217,2
104625758942119,Siga Antenado,"ASSOCIACAO ADMINISTRADORA DA FAIXA DE 3,5 GHZ - EAF",2203,8
105173178146191,Roberta Campos - Experian,These ads ran without a disclaimer,2078,22
101189854802059,Revista Oeste,Revista Oeste,1909,14
145608108896911,Frente Parlamentar da Agropecuária - FPA,Frente Parlamentar da Agropecuária,1896,22
534805630341699,Idecan Oficial,"INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL, CULTURAL E ASSISTENCIAL NACIONAL",1724,32
333720355130,Petrobras,Petrobrás,1604,17
843985505628610,Órigo Energia,Órigo Energia,1549,5
239977579362882,Blue3,Blue3 Investimentos,1330,5
187970114581051,Anistia Internacional Brasil,Anistia Internacional Brasil,1247,74
131844590198876,Prefeitura de Porto Alegre,Prefeitura Municipal de Porto Alegre,1140,7
367468876929300,Instituto Avon,AVON COSMETICOS LTDA,1107,7
115931765148387,Assembleia Legislativa de Minas Gerais,Assembleia Legislativa Do Estado De Minas Gerais,1091,8
197587446941661,Valor Econômico,Editora Globo,995,21
422316724805400,Tribunal Regional Eleitoral do Paraná,Tribunal Regional Eleitoral do Paraná,967,2
1767220630177139,Animal Equality Brasil,Animal Equality Brasil,917,5
483630874998954,Mauro Mendes,Mauro Mendes Ferreira,914,15
197698930267127,Alana,Instituto Alana,897,93
104738421003389,InvestNews BR,Easynvest,846,28
103222252564490,Método de Aprovação,SCIREJUS APLICATIVOS JURIDICOS LTDA,821,84
145247469014742,Prefeitura do Rio de Janeiro,PREFEITURA DA CIDADE DO RIO DE JANEIRO - PCRJ,663,8
106869981440689,Brasil Certo,BRASIL CERTO,660,4
360282804039745,Reinaldo Azambuja,Reinaldo Azambuja Silva,644,4
121016455967353,Transparência Eleitoral Brasil,TRANSPARENCIA ELEITORAL BRASIL,635,10
113165042099382,Brasil 61,Brasil 61,634,37
1423260667905496,Câmara Municipal de Salvador,Câmara Municipal de Salvador,633,2
101230328792183,Portal Concursos & OAB,PORTAL CURSOS PREPARATORIOS E OAB LTDA,631,28
157964194719,Enel Clientes Brasil,Enel Brasil,604,4
1188994537783502,Tribunal Regional Eleitoral de São Paulo,Tribunal Regional Eleitoral de São Paulo,598,8
170166996524709,Orlando Morando,Orlando Morando Junior,591,10
520803328039440,Recicla Sampa,Eco Urbis e Loga,589,50
205998133237973,Bora Morar Fora,These ads ran without a disclaimer,561,10
