Page ID,Page name,Disclaimer,Amount spent (UYU),Number of ads in Library
165920193432209,Intendencia de Montevideo,Intendencia de Montevideo,5418,25
102337244995366,Prudencia Uruguay,Santiago Raffo Arias,631,2
409758545881921,Intendencia de Colonia,Intendencia de Colonia,560,2
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,379,1
1496397947313142,Edil Diego Guevara,Diego Enmanuel Guevara Crosi,249,1
462231230512015,Carlos Albisu,Carlos Gabriel Albisu Emed,132,1
432445257544169,Global City Community,These ads ran without a disclaimer,127,10
339506493370193,Richard Sander,Richard Saul Sander Darín,≤100,2
116430521327202,Luiza Garcia P,These ads ran without a disclaimer,≤100,1
106155822122127,Bindi.World,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
107996315091233,月旦港事,These ads ran without a disclaimer,≤100,1
368757963825913,WasteFuel,These ads ran without a disclaimer,≤100,1
223495844457800,China Plus Culture,These ads ran without a disclaimer,≤100,1
999188666785524,阿里巴巴集團,These ads ran without a disclaimer,≤100,2
1877361012493253,China Mosaic,These ads ran without a disclaimer,≤100,1
103080905703748,Mi Vida Verde Oficial,These ads ran without a disclaimer,≤100,1
106386888743470,Ordinarilyla.com,These ads ran without a disclaimer,≤100,2
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,1
