Location name,Amount spent (CZK)
Central Bohemian Region,15425
Hradec Králové Region,6945
Karlovy Vary Region,3523
Liberec Region,5474
Moravian-Silesian Region,13147
Olomouc Region,7494
Pardubice Region,6000
Plzeň Region,8721
Prague,32424
South Bohemian Region,7678
South Moravian Region,17257
Unknown,≤100
Vysočina Region,5138
Zlín Region,6186
Ústí nad Labem Region,9518
