Location name,Amount spent (BRL)
Acre (state),1027
Alagoas,3257
Amapá,763
Amazonas,5865
Bahia,12749
Ceará,11368
Espírito Santo,5381
Federal District,6066
Goiás,10237
Maranhão,5150
Mato Grosso,6025
Mato Grosso do Sul,4790
Minas Gerais,28420
Paraná,16495
Paraíba,4364
Pará,7768
Pernambuco,11598
Piauí,2553
Rio Grande do Norte,4515
Rio Grande do Sul,20072
Rio de Janeiro (state),26396
Rondônia,2467
Roraima,885
Santa Catarina,13610
Sergipe,2344
São Paulo (state),94418
Tocantins,1685
Unknown,≤100
