Location name,Amount spent (BRL)
Acre (state),296
Alagoas,1168
Amapá,393
Amazonas,4005
Bahia,4788
Ceará,3846
Espírito Santo,1894
Federal District,1955
Goiás,4870
Maranhão,2389
Mato Grosso,2273
Mato Grosso do Sul,1621
Minas Gerais,12586
Paraná,6280
Paraíba,1390
Pará,3059
Pernambuco,4705
Piauí,1161
Rio Grande do Norte,1321
Rio Grande do Sul,10162
Rio de Janeiro (state),9537
Rondônia,747
Roraima,308
Santa Catarina,4664
Sergipe,1350
São Paulo (state),31606
Tocantins,575
Unknown,≤100
