Page ID,Page name,Disclaimer,Amount spent (AED),Number of ads in Library
100312816107740,86866,These ads ran without a disclaimer,≤100,1
104015742220554,Mimic,These ads ran without a disclaimer,≤100,1
100466846248633,AI Mage,These ads ran without a disclaimer,≤100,3
724743087598534,SANAL EDAMARUKU,These ads ran without a disclaimer,≤100,1
1039675682714205,스브스뉴스,These ads ran without a disclaimer,≤100,1
168998779791313,Republic by Omar Farooq,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,1
274394006605216,History A2Z Magazine,These ads ran without a disclaimer,≤100,1
130369030334301,KidsRights,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,2
107441672063262,MRS Universe Asia USA 2022,These ads ran without a disclaimer,≤100,1
102570761484258,Asharq Business اقتصاد الشرق,These ads ran without a disclaimer,≤100,1
101602829429081,kousarsadeghzadeh,These ads ran without a disclaimer,≤100,1
106491102017366,alitourchi,These ads ran without a disclaimer,≤100,1
