Location name,Amount spent (VND)
An Giang Province,24732
Bà Rịa–Vũng Tàu Province,20876
Bình Dương Province,40618
Bình Phước Province,17019
Bình Thuận Province,24537
Bình Định Province,6138
Bạc Liêu Province,7018
Bắc Giang Province,19573
Bắc Kạn Province,2817
Bắc Ninh Province,108193
Bến Tre Province,8352
Cao Bằng Province,4462
Cà Mau Province,10192
Cần Thơ,14551
Da Nang,9831
Gia Lai Province,6152
Haiphong,12443
Ho Chi Minh City,119499
Hà Giang Province,3476
Hà Nam Province,6539
Hà Tĩnh Province,13581
Hòa Bình Province,6576
Hưng Yên Province,5867
Hải Dương Province,15829
Hậu Giang Province,4851
Khánh Hòa Province,10447
Kiên Giang Province,24869
Kon Tum Province,2919
Lai Châu Province,3142
Long An Province,22624
Lào Cai Province,4411
Lâm Đồng Province,10287
Lạng Sơn Province,8749
Nam Định Province,10643
Nghệ An Province,50734
Ninh Bình Province,6691
Ninh Thuận Province,2556
Phú Thọ Province,15531
Phú Yên Province,6766
Quảng Bình Province,8221
Quảng Nam Province,10527
Quảng Ngãi Province,6622
Quảng Ninh Province,7659
Quảng Trị Province,5842
Sóc Trăng Province,32569
Sơn La Province,6355
Thanh Hóa Province,19255
Thái Bình Province,13171
Thái Nguyên Province,12296
Thừa Thiên–Huế Province,11312
Tiền Giang Province,12746
Trà Vinh Province,12809
Tuyên Quang Province,6005
Tây Ninh Province,19009
Vĩnh Long Province,4389
Vĩnh Phúc Province,5268
Yên Bái Province,7285
Điện Biên Province,5665
Đắk Lắk Province,180590
Đắk Nông Province,6354
Đồng Nai Province,41409
Đồng Tháp Province,19395
