Location name,Amount spent (ARS)
Buenos Aires,19702260
Catamarca,915286
Chaco,503235
Chubut,249971
Ciudad Autónoma de Buenos Aires,5493311
Corrientes,358523
Córdoba,2606292
Entre Rios,1370286
Formosa,272593
Jujuy,736389
La Pampa,188311
La Rioja,275194
Mendoza,860878
Misiones,468958
Neuquén,294550
Río Negro,304141
Salta,679063
San Juan,396052
San Luis,288075
Santa Cruz,658997
Santa Fe,2002913
Santiago del Estero,377693
Tierra del Fuego,248360
Tucuman,703773
Unknown,930
