Location name,Amount spent (MYR)
Johor,288
Kedah,239
Kelantan,181
Kuala Lumpur,364
Labuan,≤100
Malacca,171
Negeri Sembilan,107
Pahang,156
Penang,196
Perak,245
Perlis,≤100
Putrajaya,≤100
Sabah,270
Sarawak,260
Selangor,816
Terengganu,205
Unknown,≤100
