Location name,Amount spent (BRL)
Acre (state),440
Alagoas,1112
Amapá,302
Amazonas,5636
Bahia,6229
Ceará,5608
Espírito Santo,1914
Federal District,2924
Goiás,3531
Maranhão,2888
Mato Grosso,1647
Mato Grosso do Sul,1725
Minas Gerais,19456
Paraná,9195
Paraíba,1475
Pará,2746
Pernambuco,5335
Piauí,1354
Rio Grande do Norte,1840
Rio Grande do Sul,12187
Rio de Janeiro (state),17095
Rondônia,797
Roraima,319
Santa Catarina,4711
Sergipe,1702
São Paulo (state),41653
Tocantins,1060
Unknown,≤100
