Location name,Amount spent (CHF)
Aargau,703
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,642
Basel-Landschaft,235
Bern,1259
Canton of Geneva,1927
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,572
Fribourg,423
Graubünden,255
Jura,≤100
Luzern,473
Neuchâtel,259
Schaffhausen,122
Schwyz,153
Solothurn,270
Thurgau,328
Ticino,282
Unknown,≤100
Uri,≤100
Valais,467
Vaud,1104
Zug,139
Zürich,3369
