Location name,Amount spent (CLP)
Antofagasta Region,245374
Araucanía Region,392775
Arica y Parinacota Region,190349
Atacama Region,153070
Aysén Region,109579
Bío Bío Region,660366
Coquimbo Region,281477
Los Lagos Region,371308
Los Ríos Region,164432
Magallanes y la Antártica Chilena Region,166808
Maule Region,598934
O'Higgins Region,541342
Santiago Metropolitan Region,2160891
Tarapacá Region,216305
Unknown,395
Valparaíso Region,930235
