Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,1256
Bicol Region,11485
Cagayan Valley,4639
Calabarzon,18695
Caraga,2614
Central Luzon,16198
Central Visayas,9887
Cordillera Administrative Region,2028
Davao Region,6432
Eastern Visayas,3859
Ilocos Region,4995
Metro Manila,31361
Mimaropa,2608
Northern Mindanao,4402
Soccsksargen,5377
Unknown,≤100
Western Visayas,7953
Zamboanga Peninsula,3217
