Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,2173,19
102811109411234,Do:łącz,Dołącz,1972,26
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,1969,214
107750507339408,Bart Staszewski,Fundacja Basta,1921,3
176114889652,Kancelaria Premiera,Kancelaria Premiera,1732,1
342536459089859,Beata Kempa,Grupa EKR - Beata Kempa MEP,1649,4
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,1563,16
178362315106,European Parliament,European Parliament,1482,9
164968446888637,Ministerstwo Sprawiedliwości,Ministerstwo Sprawiedliwości,1298,3
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,1258,8
57544755889,Amnesty International Polska,Amnesty International Polska,1257,29
104442609633150,Lubuskie,Lubuskie,777,4
228168274881,wysokieobcasy,wysokieobcasy,630,7
104581499325617,Wybory bez picu,Obywatelska Kontrola Wyborów,619,11
102931488739,Platforma Obywatelska,Platforma Obywatelska,618,21
144808095552639,ING Polska,ING Polska,542,4
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,521,9
228366267271894,Warsaw Enterprise Institute,Fundacja Warsaw Enterprise Institute,505,1
653937168081792,PZU,Powszechny Zakład Ubezpieczeń Spółka Akcyjna (PZU SA),493,5
391098174296294,Super Express,se.pl,469,5
339855706171439,Dobra Fabryka,Dobra Fabryka,462,2
292640324174614,Hellozdrowie.pl,Redakcja Hello Zdrowie,461,8
50063176484,TVN24,TVN,448,1
1227194230675141,Pratia,Pratia SA,432,11
520444618035778,Grupa EPL w Parlamencie Europejskim,EPP Group in the European Parliament,424,5
110554885250920,Postawmy na młodzież,Stowarzyszenie Projekt Poznań,404,77
618179678235315,wschód,wschód,385,2
522473374919446,Uczymy FT,Uczymy FT,360,2
366513693549844,Dr Witold Czarnecki - Poseł z Wielkopolski,Dr Witold Czarnecki - Poseł z Wielkopolski,353,39
335107452998,"InPost - Paczkomat, Kurier","InPost - Paczkomat, Kurier",350,4
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,350,3
123910440019,Renew Europe,Renew Europe Group,335,1
323818978380073,Stanisław Derehajło,Stanisław Derehajło,317,7
178415208919146,Suwerenna Polska,Solidarna Polska,312,5
