Location name,Amount spent (CHF)
Aargau,≤100
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,132
Basel-Landschaft,≤100
Bern,155
Canton of Geneva,335
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,142
Fribourg,≤100
Graubünden,≤100
Jura,≤100
Luzern,≤100
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,≤100
Ticino,≤100
Unknown,≤100
Uri,≤100
Valais,≤100
Vaud,270
Zug,≤100
Zürich,1936
