Page ID,Page name,Disclaimer,Amount spent (TWD),Number of ads in Library
238507146264909,國際特赦組織 台灣分會 Amnesty International Taiwan,國際特赦組織 台灣分會 Amnesty International Taiwan,17086,121
693907914395620,良杯製所 Oolab,良杯製所 Oolab,14277,9
101046209392101,新事貸-新鑫特優經銷商,新事貸-新鑫特優經銷商,10572,1
148475335184300,Greenpeace 綠色和平 (台灣網站),Greenpeace 綠色和平 (台灣網站),8212,87
106801464127093,目目非營利 MUVE NPO,目目非營利,7834,14
467933563234921,南門書局-網路圖書名店、也有實體店面，誠信可靠！,玉河 孫,6794,7
174567875906128,Epson,台灣愛普生科技股份有限公司,6231,3
177161918975981,基督教芥菜種會,基督教芥菜種會,4869,37
1649151078446134,卓冠廷,冠廷卓,4336,37
158025223269,今周刊,今周刊,3989,5
105864701769057,瑞馳智庫學院,瑞馳智庫股份有限公司,3750,3
1436850183290438,One-Forty,One-Forty,3179,4
109462390640602,企業勞動法務管理顧問-勞動契約、勞資爭議、勞務健檢、教育訓練、法律事務、法律風險控管,芸廷 林,3074,61
104499778172400,臺灣雷伊漢勒世界公民中心,臺灣雷伊漢勒世界公民中心,3028,15
211730475524462,大陸委員會,大陸委員會,2945,5
1680942122167263,Schneider Electric,品瑄 黃,2639,4
104805437969925,JERA 台灣捷熱能源,"JERA Energy Taiwan Co., Ltd.",2178,2
1629474157289221,小牛頓,小牛頓科學教育有限公司,1948,6
286487218798,遠見雜誌,遠見雜誌,1937,2
1649523455281990,遠山呼喚,遠山呼喚,1862,4
241284961029,udn.com 聯合新聞網,udn.com 聯合新聞網,1795,3
103219708815173,蕭立妍,Li Yen Hsiao,1783,1
104624290080479,張育美,翊斌黃,1694,5
188358792124,聯經出版,聯經出版,1297,6
141794853262655,中山大同陳怡君,怡君 陳,1276,3
171759036215066,創世紀不動產教育訓練中心,Micky  Wu,1265,22
259981707449039,星光教育集團 The Starlight Education Group,These ads ran without a disclaimer,1165,2
104381935820077,南方，寂寞鐵道 On The Train,貝殼放大股份有限公司,1148,2
189061482332,張嘉郡,嘉郡張,1060,3
286487218798,遠見雜誌,These ads ran without a disclaimer,1060,2
125386714156073,天使心家族社會福利基金會,天使心家族社會福利基金會,971,3
106265361106594,海鼎離岸風電計畫 Formosa III,品典周,955,1
1847777185521418,放言 Fount Media,放言科技傳媒股份有限公司,955,9
109803990352026,南島魯瑪社 LUMA Association,貝殼放大,929,14
306276709452272,文化部,文化部,925,2
106118168971467,債務人權益協會 扣薪 協商 更生 清算,傢宇 吳,832,1
201107280815936,潔淨學-不咬手潔淨體貼,永勝 許,801,6
170671044596,天主教善牧基金會,天主教善牧基金會,796,15
390569611008641,願景工程基金會 Vision Project,願景工程基金會,761,22
436843193180529,Unipapa,Unipapa,700,11
191690867518507,江啟臣,江啟臣,674,2
102764756435823,黃柏霖,柏霖黃,635,1
100269158455411,Wh偉鴻金融貸款中心,傢宇 吳,628,2
158723167479444,再生能源資訊網,泛科知識股份有限公司,616,1
451740055338297,吳淑君,吳承宗,600,1
102943834507641,立法委員 陳椒華,時代力量,593,1
213646928757562,梁為超,市議員梁為超粉絲團,565,1
748193915263885,羅廷瑋,大銘阮,554,17
1487218698275407,南門書局二店-網路特價書店-也有實體店面，價格親民，誠信可靠的老店。（師友文化）,玉河 孫,552,1
218229778615150,朱珍瑤,珍瑤朱,539,5
148513668543221,地球公民基金會,地球公民基金會,538,7
235679595900,民視新聞,民視新聞,537,5
108696572024879,民視嘎哩供,民視新聞,536,4
185265471538397,余宛如,余宛如,527,2
796994720374176,鳴人堂,鳴人堂,506,2
359293781476624,看護達人 華鎰仲介,看護達人 華鎰仲介,445,2
121504021252255,台灣金融研訓院,台灣金融研訓院,437,3
555448224595231,許立丕後援會粉絲團,立丕 許,419,3
218662974825481,王惠美,王惠美,412,1
449156429152075,永安國際理財中心,黃詩凭,411,1
106882809349191,CPBL 中華職棒,侯力元,385,1
131410820262008,宏其婦幼醫院,宏其婦幼醫院,351,2
267210596804238,啟德機械起重工程-股公司,鈺梅蔡,343,1
628210660663641,自由時報地產天下,自由時報地產天下,339,1
441685342920785,張廖乃綸,張廖乃綸,335,3
127628276929,天下雜誌,天下雜誌,331,5
103141681121150,城市學,遠見雜誌,329,1
239512030682497,第一手星聞,民視新聞,329,3
679518422104905,民視全球新聞,民視新聞,328,4
226660410787355,民視體育新聞,民視新聞,326,3
215213505975,FUNDAY英語教育,These ads ran without a disclaimer,325,5
114159468223784,張建焜-行動發光 照亮青商,林杰,309,6
105229401587752,林延鳳,延鳳林,307,1
108354147624545,natfarouz,These ads ran without a disclaimer,292,1
314757905313275,饒慶鈴,台東縣政府,284,1
125534862174582,法律萬狀通-書狀生成,法律萬狀通-書狀生成,277,3
237483602952352,黃適卓,適卓 黃,277,3
286603368359862,上報,上報 (世代傳媒股份有限公司),277,2
103640919705348,綠色公民行動聯盟Green Citizens' Action Alliance,綠色公民行動聯盟Green Citizens' Action Alliance,274,1
450136541754068,天地人學堂,These ads ran without a disclaimer,270,2
107162861090654,法律協會-前置協商  更生 清算  免費諮詢,Yaya Lin,269,1
582239905789934,甲山林市政官邸,These ads ran without a disclaimer,267,2
105476482060017,保健知識+,These ads ran without a disclaimer,257,1
1537741526464370,桃園市議長邱奕勝,奕勝 邱,250,3
111695394938904,桃園市議員 陳韋曄,詩婷陳,236,1
2199675410320212,台灣制憲基金會 TNC,台灣制憲基金會 TNC,229,1
1466476516978500,花現彰化-彰化縣政府新聞處,佳欣 蔡,213,1
149004300631630,鄧凱勛 Kai,凱勛 鄧,197,1
101438659233740,卓越電子報,縱橫加策略公司,190,1
119282744754924,台灣人權促進會 Taiwan Association for Human Rights,台灣人權促進會 Taiwan Association for Human Rights,187,1
194832457212,天下文化,天下文化,183,1
1503745219913314,"孫大千Sun, Ta-Chien",宜軒 李,177,2
546919432374583,台灣三井不動產－投資顧問部,緻霖高,166,1
100872611804109,李有宜,有宜李,155,2
104013138750678,翁震州,震州 翁,153,1
891199440972878,魏嘉彥,魏嘉彥,151,1
598218730636680,彰化邱建富,邱建富,151,1
104207912105629,翁杰 地方事我的事,杰翁,150,1
343347583411734,歡樂大東家,These ads ran without a disclaimer,150,4
241403045973,IC 之音 FM97.5,IC 之音 FM97.5,145,1
218735308146236,衛城出版,衛城出版,142,1
