Page ID,Page name,Disclaimer,Amount spent (BOB),Number of ads in Library
222490514559847,Comunicación del Estado Plurinacional de Bolivia,These ads ran without a disclaimer,513,9
964080723662055,Carlos Subirana Responde,Editorial CSS,310,1
109201057318552,JCSV,JCSV,293,7
106403237850347,Goberna Bolivia,Goberna,≤100,8
102536645161497,Pierre Chain - C O N C E J A L,Pierre Chain - C O N C E J A L,≤100,1
103640321393885,Sándwich de Chola Paulita,These ads ran without a disclaimer,≤100,1
320503974822994,EAE - Escuela de Abogados del Estado,EAE - Escuela de Abogados del Estado,≤100,1
114944184823842,Natasha Castedo Mello,These ads ran without a disclaimer,≤100,1
899533770123772,Centa Rek,Centa Rek,≤100,1
102196065676160,Prof. Julio Cesar Justiniano - Dogo Concejal,Prof. Julio Cesar Justiniano - Dogo Concejal,≤100,1
101249222558274,Mayorista Santa Cruz,These ads ran without a disclaimer,≤100,1
103512969698091,Le Tour de France,These ads ran without a disclaimer,≤100,1
116603861327799,alex_sa.c,These ads ran without a disclaimer,≤100,1
250305668489402,Professor Kenny,These ads ran without a disclaimer,≤100,1
