Location name,Amount spent (NOK)
Akershus,3386
Aust-Agder,537
Buskerud,1762
Finnmark,464
Hedmark,1123
Hordaland,2570
Møre og Romsdal,1402
Nord-Trøndelag,728
Nordland,1331
Oppland,1002
Oslo,5620
Rogaland,2276
Sogn og Fjordane,590
Sør-Trøndelag,1810
Telemark,785
Troms,1033
Unknown,≤100
Vest-Agder,1213
Vestfold,1227
Østfold,1455
