Location name,Amount spent (ZAR)
Eastern Cape,1522
Free State,1018
Gauteng,9177
KwaZulu-Natal,2442
Limpopo,755
Mpumalanga,1117
North West,644
Northern Cape,280
Unknown,≤100
Western Cape,6274
