Location name,Amount spent (TWD)
Changhua,7217
Chiayi,1800
Hsinchu,3678
Hsinchu City,5953
Hualien,2586
Kaohsiung,22546
Keelung City,2804
Kinmen,406
Lienchiang,≤100
Miaoli,3328
Nantou,3598
New Taipei City,36782
Penghu,528
Pingtung,5457
Taichung,25441
Tainan,16218
Taipei,27294
Taitung,1719
Taoyuan City,21582
Unknown,2894
Yilan,2372
Yunlin,4975
