Page ID,Page name,Disclaimer,Amount spent (NGN),Number of ads in Library
105256562063637,Beta Naija Group,Beta Naija,29795,1
252185758819200,Babajide Sanwo-Olu,Babajide Sanwo-Olu,20289,1
102869596002305,Office Of The Citizen Nigeria,Fix Politics,17829,7
107659108870484,infolasiama,Osasona Oluwasina,15837,1
660685641036325,Sandeco Group,Vincent Southey Effiong,15453,9
100486959387581,Ada Ogbu Nara,Chisom Okechukwu Kenneth,12164,12
101075832871727,Progressives For Renewed Hope,Progressives For Renewed Hope,11565,9
103018869332378,BantuPage,Ikechukwu Orji,11255,15
1089641091059109,Hon. Kelechi Nwogu,Fabia Benibo,10748,3
654180731859809,T-Police,T-Police,9835,2
971769479677563,Gbenga Olawepo-Hashim,Olushola Oni,7442,2
112268064929703,Mailantarki Campaign Organisation 2023,Mailantarki Campaign Organisation 2023,6505,10
215863191948778,Frank Nweke Jr,Frank Nweke Ii,4863,4
102846336004998,Abibat Mogaji Beneficiaries Vanguard 4 Bola Ahmed Tinubu-AMBV4BAT,Odunbaku Sodiq Adekunle,4691,5
105208365731340,F-SAO4Tinubu/Shettima2023,Emmanuel Oko,4395,2
147737942099452,Keyhole Media,Keyhole Media,4355,1
109466785028287,Prince Dr Emeka Eze,Michael Obiekwe,4150,3
1598205703573433,Senator Uba Sani,Uba Sani Media,3558,2
101616276020711,Obidogo BENDE,Abia Vanguard,2306,1
120346118099706,BrandPower,BrandPower,2306,1
280983209099426,Isa Ashiru Kudan,Bamali Surajoddeen Saad,2227,1
103479562082984,Frontline Youth Creativity Initiative,Frontline Youth Creativity Initiative,2041,3
107676437643727,Inuwa Media Vanguard,Inuwa Media Vanguard,1890,2
519051118246797,Fatima Musa,Fatima Musa,1860,1
113628970777085,Hon Shaaban Tv,Ayodeji Adeola Badru,1793,4
103696798885313,Hon Onidare Sunday Bukunmi,Afeez Lawal,1616,2
119723736100630,Ala - Delight Publicity Services,Moses Oyinkuro,1556,4
274811734355511,Insight 4 Impact Foundation,Insight 4 Impact Foundation,1524,1
913242715449176,Prophet Ekong Ituen Ministries,Ekong Ituen,1499,3
100780652906251,Hausaloans Portal,Idris Ibrahim,1418,1
101620952700531,Babandi Ibrahim,Babandi Gumel Ibrahim,1383,1
248584495820796,Ibe Okwara for House of Representatives - Arochukwu/Ohafia Constituency,Ibe Okwara Support Group,1382,3
753031955030992,Atiku-Okowa.com,One Nigeria Movement,1373,1
110321555118628,Western Spring Television,Adedayo Tolulakin Oderinu,1356,3
257044301821870,Sen Barau Jibrin,Ayodeji Adeola Badru,1296,3
110412275223352,Bago Media Centre,Bago Media Centre,1266,2
106746234702890,E.D.O TV,John Obijeme Ii,1177,3
100330052881158,"YPP Benue governorship campaign, Roberts Orya/Agaba Iduh 2023",Uroko Felix John,1036,1
102846336004998,Abibat Mogaji Beneficiaries Vanguard 4 Bola Ahmed Tinubu-AMBV4BAT,Adetunji Salman Akorede,1011,1
1600094170320323,Enormous FACTS,Enormous FACTS Magazine by MediaMall,1007,1
2249254108728941,Alh. Yahaya Barambu Project,Alh. Yahaya Barambu Project,976,2
108741524217559,Mayorspeaks,These ads ran without a disclaimer,966,2
100202924924063,Page 36,Page 36,874,5
111989374734629,Akarachi Campaign Organization,Akarachi Campaign Organziation,826,1
101622722635138,Advocacy For Good Governance,Nnadi Sunny,766,3
103004258030272,Imoh Inyangette,Imoh Inyangette,764,1
109225188534168,Northwest-Northeast Concern Youth Movement for Tinubu/Kashim 2023.,Mubarak Hamza Adam,729,1
1572089193014869,DUMO Lulu-Briggs Recommended,DUMO Lulu-Briggs Recommended,654,1
241652942562933,Yomi Idowu,Adfol Global Enterprise,648,1
1509451939279618,Hon. Iduma Igariwey Enwo,Iduma Enwo Igariwey,564,1
