Location name,Amount spent (NOK)
Akershus,2483
Aust-Agder,424
Buskerud,1053
Finnmark,412
Hedmark,1041
Hordaland,2089
Møre og Romsdal,1768
Nord-Trøndelag,546
Nordland,1155
Oppland,835
Oslo,4705
Rogaland,1987
Sogn og Fjordane,430
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,1356
Telemark,614
Troms,889
Unknown,≤100
Vest-Agder,1013
Vestfold,1335
Østfold,1272
