Page ID,Page name,Disclaimer,Amount spent (KES),Number of ads in Library
107725671976672,Willis Evans Otieno,Willis Evans Otieno K'Ochieng,2368,2
123182861072147,Hon Musalia W Mudavadi,Michael Lulu Mudavadi,1717,1
110408975208360,Talking about matters,Well Made Strategy LLP,1094,8
1400771023469241,Anne Waiguru,Gacigi Njagi Gacigi,725,1
1743520282644325,National Security Watch,Peris Wambui Mugi,515,4
10750083165,The Africa Report,These ads ran without a disclaimer,271,4
246264109423432,Trending Today KE,Peris Wambui Mugi,176,2
108703681766380,Bottom Up News,Robert Waswa Simiyu,159,1
693849871003458,KENYA HOT TODAY,Peris Wambui Mugi,150,1
1913963825321863,Kenya Insights,Peris Wambui Mugi,128,1
1692208237695305,Button Badges,George Kingori Warui,120,1
569821453410875,Ten Things You Didn't Know,Peris Wambui Mugi,119,2
297310574136485,United States Of Kiambu,Peris Wambui Mugi,≤100,1
344115315677504,This Is Laikipia,This Is Laikipia,≤100,1
100321965888531,Mrembo na Kazi,Samuel Mwangi,≤100,1
909257062769623,Data Speaks,Peris Wambui Mugi,≤100,1
2126427410954944,Newspaper Review,Peris Wambui Mugi,≤100,1
101618851420739,Kenyan Truth Teller,Peris Wambui Mugi,≤100,1
107300358297687,Statistics Kenya,Peris Wambui Mugi,≤100,1
2118376161797721,Business Analytica Kenya,Peris Wambui Mugi,≤100,1
1759891824069653,The Kenyan Heralds,Peris Wambui Mugi,≤100,1
246999515773477,Siasa Lab,Peris Wambui Mugi,≤100,1
749501791796416,Hon. Wakili Njeri Maina,Jane Njeri Maina,≤100,1
299227550122220,Radio Cina Internazionale,These ads ran without a disclaimer,≤100,4
1506723769658512,Susan Kihika,Susan Kihika,≤100,1
104067812304113,Genetic Systems,These ads ran without a disclaimer,≤100,2
17043549797,MIT Technology Review,These ads ran without a disclaimer,≤100,2
106614631788380,Kitco Mining,These ads ran without a disclaimer,≤100,2
153687711327670,Clean Cooking Alliance,These ads ran without a disclaimer,≤100,1
675627625962585,Telintel,These ads ran without a disclaimer,≤100,1
339453226414466,Douglas Dubois Sebamala,These ads ran without a disclaimer,≤100,1
351750911920719,100 Million,These ads ran without a disclaimer,≤100,1
208338536239798,This Is Beijing,These ads ran without a disclaimer,≤100,2
100260912543505,Ongea Foundation,These ads ran without a disclaimer,≤100,1
198398326957053,Shree Krishnayan Desi Gauraksha Avam Golokdham Sewa Samiti,These ads ran without a disclaimer,≤100,1
764443660320802,safe2choose,These ads ran without a disclaimer,≤100,1
984203991753488,Research Outreach,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,1
