Page ID,Page name,Disclaimer,Amount spent (PYG),Number of ads in Library
110447625137045,Pilar Callizo,PautaPY,1255856,2
150229055012487,UNICEF Paraguay,UNICEF Paraguay,1106291,8
1468570519872644,Santiago Peña,PRANA SA,961678,27
242118359309178,Ricardo Estigarribia,Ricardo Estigarribia,815764,11
103771265752808,Vysokolán,Stephan Vysokolán,549530,3
124625661665046,Patrick Kemper,Patrick Paul Kemper Thiede,538083,8
102963512483270,PyElige,PY Elige,477446,6
943824938962084,Luis Fernando,Luis Fernando,458370,13
325540631525675,En La Tecla,En la Tecla,451997,7
430961180344844,EVER VILLALBA,Ever Federico Villalba Martinez,368764,4
1547194582252394,Denis Lichi,Global Agencia,349982,9
102266292553995,Sucia Política,Diego Ricardo Ramírez,325865,6
665680343451704,Lider Amarilla,Lider Santiago Amarilla Rios,321107,5
103759862278474,Victor Miranda Py,Clicnovo,292119,7
108109475529683,Somos Fundadores,Somos Fundadores,290149,10
118397948223791,Oscar Tuma,Óscar Luis Tuma Bogado,250089,10
113351910838827,Alma Cívica,Alma Cívica,245574,15
102467002671611,Jorge Heisecke,Jorge Heisecke,242875,13
242118359309178,Ricardo Estigarribia,Douglas Mateus Hendges,209689,4
1011833908887463,Atilio Alegre,IMAGEN DE GOBIERNO,208144,6
105587720883344,Bettina Aguilera,Bettina Rosmary Aguilera Paniagua,198242,2
614795685343483,Belén Maldonado,Belén Maldonado,184666,6
100959471597014,José Antonio Galeano,José Antonio Galeano,180395,10
105920818948134,Blanca Lila 2023,Maria Blanca Lila Mignarro Gonzalez,126044,3
111421181205339,Vidala Franco 2023,Christian Guillermo Vazquez Sanchez,118372,2
303795153430459,Capitán Apodaca - Gobernador,logicodesarrollodigital,115846,2
1711765125817047,Aldo Florentin,IMAGEN DE GOBIERNO,107362,5
1753251591598763,Dani Mujica,Dani Mujica,97550,8
100566575581065,Ramón Montanía,Ramón Montania Fernandez,87708,1
103114005868340,Rodrigo Rios Coronel,IMAGEN DE GOBIERNO,76240,1
1575743279360941,Carlos Cáceres Sarubbi Senador 2023,Carlos Agustin Caceres Sarubbi,74510,9
153958777947957,Paulo Reichardt,Paulo Reichardt,70670,4
102109369350535,Christa Rivas,Christa Violeta Rivas Caballero,70240,2
517426394969535,Ricardo Canese,Ricardo Canese,70027,2
647864758888200,Seba Garcia,Sebastian Garcia,68941,4
1608625919447826,Blanca Ovelar Senadora Nacional,Blanca Ovelar Senadora Nacional,61421,1
109626041763537,Natalicio Chase,Global Agencia,60900,4
109661945145201,Cáceres Brun Diputado 2023,Cesar Joel Candia,60330,2
108246601026063,Derlis Rodríguez Diputado 2023,Derlis Manuel Rodríguez Baez,56613,2
100272188033018,Marcos Rojas Concejal Departamental 2023,Marcos Sebastian Rojas Madrigal,55554,4
105052422297773,Pedrito Gómez,Maria Jose Castillo Vega,54768,8
150741961754512,Mercedes Canese Antúnez,Mercedes Canese,54496,2
103373961784268,Giani Ramírez,Giani Ramírez,54329,1
1614185262209913,Noelia Lambaré Junta Departamental,Partido de la Participación Ciudadana,53968,1
725834240910220,Noticiero Paraguay,Noticiero Paraguay,52130,2
1964503917155087,Stephan Rasmussen,Stephan Rasmussen Gonzales,50615,3
106682318781403,Rafaela Guanes Senadora,Rafaela Guanes,50615,1
137071910500968,Alvaro Grau,Oscar David Baez Alvarenga,50615,3
105199707946952,Crónicas del Caaguazú Noticias,Crónicas del Caaguazú Noticias,50386,1
102804492578710,Legalmente Hablando,Nueva Tecno,50000,1
108726068722756,Narciso Castillo,Narciso Castillo,50000,1
1810962229216340,Fidel Zavala,Laura Lorena Meaurio Paniagua,49530,2
176941749043831,YAMIL ESGAIB,Yamil Esgaib,48541,2
483666425147964,Richard Ramirez,Richard Ramirez,47123,2
111519571676798,Abel Cabral Lista 300 Opción 2,Abel Cabral,46648,2
613444678793192,Josías Escobar Concejal 2023,Josía Eliezer Escobar Fernandez,46638,2
103966462488145,Ulises Martínez - Gobernador,Moises Ulises Martinez Benitez,46451,4
102940895895901,Victor Herreros Gimenez,Victor Herreros,46450,2
1856745507987901,Dr. Guillermo Rodriguez Duré,Douglas Mateus Hendges,43846,1
102649292598442,Senador Hugo Richer,Senador Hugo Richer,43694,3
1094373423935985,German Solinger,Grissel Zárate Sotelo,43384,2
111531544527571,"Luis Silva, Gobernador","Luis Silva, Gobernador",41179,3
196599783696918,Efrain Alegre,These ads ran without a disclaimer,40758,4
104143542486856,Ya Paraguay,Ya Paraguay,39149,3
613341488786700,Miguel Del Puerto,Miguel Angel Del Puerto Silva,36425,2
114979542421407,Kattya González,These ads ran without a disclaimer,33256,1
111912341409356,Centinela del Norte,Centinela del Norte,30411,3
108824810612735,Ing. Jorge Palazón,Jorge Palazon,30000,4
184860595385745,Ing. Roberto Jiménez - Concejal,Roberto Fernando Jimenez Ayala,29405,1
112692571431064,Jaime Samudio,Maria Irismar Armoa Diaz,29347,3
2313390342074494,JOSE LIN Chicolin,Raul Jara,28885,1
114574908102864,Alianza VAMOS Por Boquerón,Alianza Vamos Por Boquerón,28082,2
102171848430562,Dr. Noguera 2023,Jacinto Rafael Noguera Arzamendia,27556,3
107106825374681,Jesús Guapi,Jesús Fernando Guapi Narvaez,27197,2
105181039022571,Alcides Samudio RAS Diputado,Rumildo Alcides Samudio Peña,24570,1
876472822508954,Ahoracde,Portal Digital de Noticias AHORACDE,24446,4
109041755331821,Esther Roa,Maria Esther Roa De Espinola,23475,3
1441704549436832,Regina Rios,Regina Rios Irala,21692,2
161156667809582,Leo Rubin,Leo Rubín,21692,1
451746952056165,Gustavo Acosta,Gustavo Joaquin Acosta Fonseca,21337,3
107587622053186,Dra. Vivian Santander 2023,Santander Santander Clinica,21323,2
1518537951510136,Sidinei Heinemann Zuse,Sidinei Heinemann Zuse,20213,1
107956328706667,Sary Helman Diputada,Fabiana Marlene Cañete Helman,20179,2
100289519666694,Somos Mutual Para Todos,These ads ran without a disclaimer,18583,1
104456201144006,Alba Oviedo,Alba Nieve Oviedo De Torres,18405,1
103207518447025,Antonio Buzarquis Cáceres,Rodney Zorrilla Ortiz,17974,1
126861771579762,Carlos Ozorio,Carlos Ozorio,17258,1
110519067948636,Silvani Asilvera Concejal por Cordillera 2023,Anibal Silvani Asilvera Martinez,17247,2
237898026337131,Impacto Caaguazú- Digital.,impactocaaguazu,16733,1
110259408342427,Walter Garcia,Walter Garcia,16447,1
1679629065418649,"Partido Nacional ""UNÁMONOS""",Mauricio Montaner,15428,1
101384675336775,OSCAR LÓPEZ Tu Concejal,OSCAR LÓPEZ Tu Concejal,15163,2
646939832039958,Hugo Ibarra - Diputado Nacional,Eladio Ortiz Gayoso,15128,2
