Location name,Amount spent (CHF)
Aargau,459
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,222
Basel-Landschaft,553
Bern,564
Canton of Geneva,1056
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,455
Fribourg,≤100
Graubünden,≤100
Jura,≤100
Luzern,276
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,119
Ticino,124
Unknown,≤100
Uri,≤100
Valais,108
Vaud,240
Zug,≤100
Zürich,11802
