Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
54779960819,United Nations,United Nations with Facebook Ad Credits,147545,10
278423842321236,BJP Rajasthan,BJP Rajasthan,61527,33
294493857651676,Rahul Gandhi,Indian National Congress,60113,24
953600271404690,BJP Meghalaya,Bharatiya Janata Party,47678,32
102377305543409,AITC Meghalaya,Indian Political Action Committee,41920,88
105671775473178,Jan Suraaj,Jan Suraaj,33648,54
158714780827513,UNFPA,UNFPA,29768,1
107395897271506,Kutumb,Swatantra Verma,29302,43
1521106071438318,CMO Chhattisgarh,SHREERAM ADVERTISING AND MARKETING,27448,8
101713962007976,Amrit Mahotsav,Amrit Mahotsav,26454,8
270666596375251,Jhatkaa.org,Jhatkaa.org,25145,23
168694379812269,Astroyogi,These ads ran without a disclaimer,24443,3
1488581191158902,Conscious Planet,Isha outreach,23925,6
104516512296314,Kartik Sharma,Adv Tech,22598,54
1521106071438318,CMO Chhattisgarh,IVS Corporation,20083,2
21169267101,Give,Give,19360,24
146702709146110,Ashu Singh Surpura,Ankit Kumawat,15918,8
109354741887336,Udhay Anna - உதய் அண்ணா,Politicode,11689,21
104211439033799,Jagane Kavali,Jagane Kavali,10227,34
174283119250672,Save the Children India,Bal Raksha Bharat,10073,37
110846984022901,MPIDC,Anand Raj Singh,9779,132
113541631336757,Conman Conrad,Conman Conrad,8933,16
109986065209042,Mera Apna Rahul,Mera Apna Rahul,8835,34
109986065209042,Mera Apna Rahul,MeraApnaRahul,8745,69
136216326536595,Yuvraj Sambhajiraje Chhatrapati,Rahul Parasu Kamble,8475,4
109888271582555,Be The Change For TB,Johnson & Johnson India Private Limited,8298,7
100626912687369,Kai Yerisi Karunadigagi - ಕೈ ಏರಿಸಿ ಕರುನಾಡಿಗಾಗಿ,Kai Yerisi  Karunadigagi,8060,288
201141296623500,Prakash Koliwad,DesignBoxed,7164,37
132689140088396,smilefoundation,Smile Foundation,7120,11
605390272841833,Shrirang Appa Barne,Abhay Balu Ahire,6909,6
224618077692752,Sanjay Tandon,Saraansh Tandon,6364,13
327120054405346,Jagananna ki Thoduga,Jagan Anna ki Thoduga,6339,28
103782051383159,School of Politics,School of Politics,5313,28
187668288312583,Otrivin,Haleon India,5155,4
109707661884154,Indian Compass,theindiancompass.com,5147,16
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,4882,24
186199704897466,RD Foundation,RD Foundation,4874,6
107459365376999,Sandeep Singh,Artemedia,4841,3
342821709631360,Ratan Lal Nath,Ratan Lal Nath,4694,3
233346108603147,"Directorate Of Industries & Commerce, Kerala",Stark Communications Pvt Ltd,4693,2
1433526693616228,Himachali Rishta - हिमाचली रिश्ता डॉट कॉम,Himachali Rishta - हिमाचली रिश्ता डॉट कॉम,4643,16
165714096933078,Piyush Goyal,Piyush Goyal,4555,3
574079826086251,Phir Ek Baar Modi Sarkar,phirekbaarmodisarkar.com,4528,18
479998865355592,Aditya Birla Group,Aditya Birla Group,4441,3
2078242259060363,Kukufm,Mohana Saha,4330,67
1327351450720146,Pradhan Mantri Bhartiya Janaushadhi Pariyojana,Pharmaceuticals & Medical Devices Bureau of India,4324,5
184278081698180,Ashok Gehlot,Ashok Gehlot,4168,1
102873089259275,AndhraVeera,Ram Subhash Bayanaboina,4163,10
110218775247217,Dr Gadala Srinivasa Rao,Srinivasa Rao Gadala,4163,4
110540565228341,Ganguly H Kurabathalli,Ganguly H Kurubathalli,4160,4
187925728060491,Janampalli Anirudh Reddy,J Anirudh Reddy,3997,5
347337386104390,Rama Chandra Yadav,B Ramachandra,3990,4
109545244848137,Crafto,Kutumb App,3908,3
243524299157863,Pushkar Singh Dhami,Pushkar Singh Dhami,3889,11
113125761613615,Namma CM Bommai,Recro Media,3865,6
1510631479236816,Hawa Badlo,social cloud ventures Pvt Ltd,3860,3
107113000831690,Dr.Manik Saha,maniksaha.com,3686,2
103035808058655,RK Ramesh,Muthanallur Gopalaiah Sudharshan Reddy,3549,1
20386543316,WWF-India,Mukesh Nauhwar,3540,1
109076322510196,Saviour Education Abroad,Saviour Education Abroad OPC Pvt Ltd,3462,25
1987488401557504,Mahathugbandhan - महाठगबंधन,Mahathugbandhan - महाठगबंधन,3329,14
108923581963430,Nirmamata,nirmamata.com,3316,80
111700018440032,Maharashtra's King & Queen 2023,Mantra Media Pvt Ltd,3213,4
108721748160943,Sanjay Gupta,Sanjay Gupta,3156,5
132495066874513,GAIL (India) Limited,social cloud ventures,3086,3
466642616726169,Parul University,Parul University,3034,5
109772347318584,Khotikarok Modi,Khotikarok Modi,2997,3
746568209028564,Dr. Basu Eye Hospital,Dr. Basu Eye Hospital,2968,2
102029621784239,Dhareppa Thakkannavar,Dhareppa Thakkannavar,2906,1
505327936635830,Ashok Chandak,Coceptual Media,2887,14
1433075113609108,Rakhee Rathore,Rohit Githala,2784,11
331544177050160,Adv. Rahul Subhash Kool,Rahul Subhash Kool,2685,11
102584546049699,Indira ka laal poore 5 saal,Indirakalaalpurepanchsaal,2656,240
1460663377402614,Hindalco,These ads ran without a disclaimer,2618,1
106590262277076,"Chokho Kaam, Jaadugar Naam",Chokhokaam Jaadugarnaam,2454,232
113534787991473,তেইশে আবার বিজেপি সরকার,TeisheAbarBJPSarkaar.com,2440,11
114905439949088,Karuna Ashok Chandak,Coceptual Media,2395,9
103206797721245,Tollygunge Trinamool Congress,Mohammad Azharuddin,2385,1
1180249348746112,Mukul Sangma,AITC Official,2352,6
106616452269197,Prof. Kiran Patil - प्रा. किरण पाटील,Ravi Babanrao Ambekar,2256,1
1799262683737317,Arvind Dharmapuri,Arvind Dharmapuri,2193,8
100560335965049,The Pamphlet,The Pamphlet,2191,2
107414168269023,Telangana Atma Gouravam,telanganaatmagouravam.com,2176,40
109485930750665,Agni Herbbals,C Rajivkannu,2138,6
552159824873262,Kethireddy M.L.A,Venkata Krishna Reddy Kethireddy,2104,1
1422722534642965,B Suresh Gowda,Bettaiah Suresh Gowda,2025,2
103206797721245,Tollygunge Trinamool Congress,Nargis Khatun,2023,1
100735178208398,Udyami India,Samadhan Samiti,1996,2
155418314920954,Orchid HRD Trainings भाषणकला व राजकीय नेतृत्व कौशल्य प्रशिक्षण,Ganesh Subhashrao Lomte,1870,8
111527528465749,Rao Prem Singh,Sachin Sharma,1801,3
532316130497002,Mind Game,Joyeeta Joyeeta Roy,1785,1
285029500623,CARE India,CARE India,1783,31
105383818950504,T Thimmegowda,Vijay S,1771,2
462362870526149,Dr. Ashok Choudhary,Dr. Ashok Choudhary,1759,8
129216587669203,Pilot Rohith Reddy,Rohith Panjugula,1724,3
1360805680600676,Sandeep Kshirsagar,Yogesh Padmakarrao Pawar,1724,3
148010855792512,HK Suresh,Karnataka Times,1695,9
100328978216424,"Fight Pollution, Not Plastics",Nitesh Singh,1681,16
218519749005654,Dr. Rakesh Singh Jadon,Rakesh Singh Jadon,1662,2
105815225595031,मोदी साथे राजस्थान,modisaatherajasthan.com,1627,15
102123079337554,International Society for Krishna Consciousness,ISKCON Delhi,1624,3
108102345201383,Pappu Gappu - पप्पू गप्पू,PappuGappu.com,1619,16
107594498397701,Kajer Manush Aroop Biswas-কাজের মানুষ অরূপ বিশ্বাস,Mohammad Azharuddin,1598,1
174882969542186,Dr Shailesh Digamber Singh,ndimensions,1595,4
102112998968049,भाषण कला स्पेशल,Pavankumar Dadasaheb Jadhav,1591,1
102710804961947,Patanjali Nutrela Products,Saura Bh Sin Gh,1568,2
532582040125177,Polkhol Maharashtra - Kantikumar Jain,Kantikumar Harakchandji Jain,1555,1
1770518973014321,Kuldeep Vats,Click2Public Technologies OPC Pvt. Ltd.,1545,8
444000972398140,Dr. Ajay Dharam Singh,Ramkishan Singh Maninder Singh,1541,4
104908641373434,Anukriti Gusain Rawat,Anukriti Gusain,1511,2
170484126349815,Indian Cancer Society,Indian Cancer Society,1496,3
101538858448134,The Summer News,Gagandeep Singh,1485,5
252791995383178,Maharashtra Multimedia Communications,Shubhada Ashish Joshi,1484,11
100196004828444,North Eastern Council,Sourabh Arvind Dubey,1479,9
1530456743864870,Dr Subedar shahapur,Shubham Kumar Gupta,1475,7
148931718592314,Tarun Chugh,Adv Tech,1467,2
718602095652380,North East with NaMo,marvelousmanipur.com,1459,8
100531459432532,Mahi capital service,Maniram Ramu Dhurwe,1457,1
103440689219233,Gurupadagouda Patil,Gurupadagouda Sanganagouda,1457,3
182520075559061,Ramesh Sharma,Cadmax,1430,2
130762363735950,Satish Chavan,Sanket Sandeep Dhorje,1423,1
109108857431254,Citizen Saikat Chatterjee,Pratima Barman,1418,12
111780648236391,సాలు దొర సెలవు దొర,selavudora.com,1415,20
109761007457435,SriGanesh - Cantonment,Sriganesh Narayanan,1389,5
761826677309909,Bhupinder Lather,Book My Promo,1339,17
100214898257722,Bhak Budbak - भक बुड़बक,bhakbudbak.com,1337,24
108537694382619,News Tel,Amit Kumar,1331,2
922534064468145,Capt. Meenu Beniwal,Jasvinder,1316,2
674757045920691,Jayadev Galla,Aditya Vemulapalli,1294,3
102147452600963,రాయలసీమ అభివృద్ధి వేదిక,Sai Srinivas Reddy Bhumireddy,1286,2
692784860846810,A Ravi,Yash Bagh,1275,8
639763609717368,Abhijeet Pawar,Rajaram Anant Parab,1273,1
108706442103353,viky,These ads ran without a disclaimer,1271,1
750064438340852,Suresh Modi,Vinit Kumar Dharad,1266,4
101059166038577,Amit Mahindru,Yash Bagh,1256,2
1785302198354679,Dr. Somendra Tomar,Somendra Singh,1254,3
191623094953434,Gurudayal Singh Banjare,Gurudayal Singh Banjare,1240,7
1108242266050014,Mohan Lal,Kanav Kathuria,1234,6
104763115402991,श्री. गणेश बबनराव गिते । सौ. दिपालीताई गणेश गिते,श्री. गणेश बबनराव गिते । सौ. दिपालीताई गणेश गिते,1229,1
1418673848396428,H D Kumaraswamy,Pancharatnayojane,1217,6
189271178483352,Five Lotus Indo German,Five Lotus Indo German,1217,12
1706371292942156,"Ministry of Development of North Eastern Region, Government of India",Sourabh Arvind Dubey,1193,12
221256415973730,Ankuram IVF,Ankuram IVF,1175,1
1955301821451552,Abhishek Dutta,Abhishek Dutta,1173,4
102741892267001,Meghalaya Deserves Better,Meghalaya Deserves Better,1159,4
355739144465220,BJP Madhya Pradesh,Bharatiya Janata Party (BJP),1154,3
102811167950527,Janata Dal Secular,Pancharatna Yojane,1150,2
426954117660096,Indian National Congress - Tripura,Indian National Congress - Tripura,1139,4
107782041629618,Team Kailash Kesarwani,Team Kailash Kesarwani,1133,4
1743067122437159,R Manjunath MLA,Kiran Kumar M,1118,8
100475508592062,Sitaram Poswal,Bhagatsingh,1117,2
107594498397701,Kajer Manush Aroop Biswas-কাজের মানুষ অরূপ বিশ্বাস,Nargis Khatun,1112,1
107346701991859,Smart Expo,Smart Expo,1107,3
441249902634004,Baba Siddique,Baba Siddique,1104,5
295405070641302,Balraj Kundu,Pankaj Sharma,1093,6
100935642733964,Hindi Khabar Digital,The Narrative Builders,1093,3
1493467387573959,Ghulam Nabi Azad,Advertiseyouonline,1090,7
875420125855408,Dhanraj Vispute,Siddigital,1079,1
928448863892029,RK Sinha,RK Sinha,1070,11
110191654871454,Ankuram IVF Ranchi Jharkhand,Ankuram IVF,1061,1
385303288239154,Raghuveer Singh Tanwar,Raghuveer Singh Tanwar,1050,2
101031682657397,Koppula Mahesh Reddy,K Mahesh Reddy,1049,1
104052753400618,Union Bank of India,Goldmine Advertising Limited,1045,3
225469604484322,"GI Tagged - Geographical Indications, India",GiTAGGED,1042,1
111625317182506,Inayat Ali,DesignBoxed,1036,8
184037471806795,Om Rajenimbalkar - ओम राजेनिंबाळकर,Sagar Sarangdhar Randive,1031,1
1612798045658739,Rana Randhir,Rana Randhir,1014,1
103760102031014,Rajeshwar Singh,Medevento Planner,1013,4
667560657014524,Mahendra Singh Solanki,Nitesh Tiwari,1009,1
251571092012066,Vilish SB Gupta,Yash Bagh,1008,1
103251851710926,Akula Srivani,Anjan Kumar Akula,1003,5
339835596096353,Satish Poonia,Choudhary Ramesh Chaudhary,998,2
104656344931338,Pravesh Agrawal,Swanit Infotech,997,1
109066315147120,News Temple,Jainendra Agrawal,994,4
577856385582447,Raghu Sharma,Kanishk Bansal,991,5
750867108394533,B R Patil,PE-POLL ANALYTICS LLP,990,1
393768164105774,Parimal Nathwani,Parimal Nathwani,990,1
414299629034323,Sanjeev Agarwal,Satyam Agarwal,990,1
101311586081402,"खेतसिंह मेड़तिया बोलागुड़ा , पाली",Khetsingh Takhatsingh Medtiya,989,3
365136584238569,Shiv Deswal Degana,Brand Balance Private Limited,986,4
147699975283367,Ranajagjitsinha Patil,Trimurti Techserv Pvt. Ltd.,985,2
921758537869264,Suryakant Dhasmana,Hostcob,980,3
292081617502897,Avijit De Bhowmik,Pratima Barman,968,5
708844685796745,OP Choudhary,OP Choudhary,964,2
268437163351102,Saurabh Srivastava,Saurabh Srivastava,951,14
101809788143716,Rajesh Kumar Gupta,Rajesh Kumar Gupta,942,2
304168753787735,Mohan Singh Rathore,Mohan Singh Rathod,941,2
468797023251148,Bhumireddy Rama Gopal Reddy,Sai Srinivas Reddy Bhumireddy,939,2
381955135781255,Distoy Farak Shivshahi Parat,shivshahiparat.com,936,16
1826491730900559,Keshava Rajanna B,Abishek Nb,913,7
111868911739828,Ghulam Nabi Azad Fans,Advertiseyouonline,909,6
100543192637806,N1 Live,Suraj Mukhi Sharma,904,1
111132015103321,K R Sridhara Reddy,K R Sridhara Reddy,888,4
103086799252465,YOUTH TALKS,These ads ran without a disclaimer,885,2
994578073995343,B. L. Verma,Sourabh Arvind Dubey,879,2
1644165492504830,Ramoji Gowda,Ramoji Gowda,877,4
109400273976649,Baat Bihar Ki,Baat Bihar Ki,874,3
101897054923377,Arshdeep Samar,Gagandeep Singh,851,3
163577014441724,Subhash Gangoli MLA,Dinesh,847,5
108531050841926,Shanu Yadav,Hamraj Singh,847,2
526222491203445,The Chaupal,Adv Tech,846,1
104459082465618,Pawan Kumar Joshi,Deepesh Shukla,845,4
791996340811292,Dr Madhuri Borse,Vipul Jayantilal Bafna,830,3
351616078284404,Indian National Congress,Indian National Congress,828,4
110762181824589,Janata Dal Secular Again,MG Digital Agency,828,1
147568762110829,Bayer India,These ads ran without a disclaimer,808,2
363810233822217,Vikramjit Sahney,Gurdeep Singh,800,1
1932900346831325,Rajesh D Sanghvi,Rajesh Dineshchandra Sanghvi,785,8
110796095070897,Sumathi Suratani BJP,Sumathi Suratani BJP,783,4
321228061382932,Pt. Shekhar Dixit,Websofy Software Private Limited,776,4
318205675275285,APL Apollo Tubes Limited,APL Apollo Tubes,772,1
100534216211913,Da Captain Chicken,Egg Industries,767,4
111761291420680,Santosh Bilgundi,Santosh Bilgundi,767,3
100485426184353,Rashtriya Uttar Bhartiya Samaj Party - Delhi,Manoj Kumar Singh,763,9
132430276857604,Muralidhar Rao,Bipin,753,14
114552704834271,Hullalli Suresh Balaga - ಹುಲ್ಲಳ್ಳಿ ಸುರೇಶ್ ಬಳಗ,Basavachetan,752,9
107567597838557,Dr CM Rajesh Gowda,Nagendra H N,747,3
105791528533183,ವಿಕಾಸ ಕಾರ್ಕಳ Vikasa Karkala,Basavachetan,746,9
696682427199877,Udaysing Rajput - उदयसिंग राजपूत,Udaysing Sardarsing Rajput,746,2
132309676835568,Lokmat,Pranoti Vasant Dalvi,731,2
101928298940916,Jitendra Lekhra,Mukesh Kumar Yadav,709,3
101249476015960,We Support Jagjit Sharma,Jagjit Sharma,704,2
107183428120144,Dr C Saraswathi,Dr. C. Saraswathi,702,1
647244058952240,Jaypal Singh Chawda,Shakti Singh Rajput,702,4
142987199196522,Dr Sureshbhau Khade,Dr Sureshbhau Khade,694,1
176162586315764,Bhagaban Das,bhagabandas,694,5
109916533853207,AMIT KUMAR SINGH,Akash Singh,689,4
574023586326385,"Abhijit Wanjarri, MLC",Zaid Ahmed Khan,688,7
109735351891742,Apex India service,Ajay Tiwari,685,3
103719915895025,Shri hari finance,Vikas Kumar,678,2
372070573388622,Bandi Rama Krishna,Ramakrishna Bandi,675,3
252700184818501,Shivaji group of institutions,Atul Singh,669,2
111257875157447,Priyanka Ashish Gupta,Akash Singh,668,5
667862236707254,Rohit Kumar Singh,Arshad Ansari,666,26
101172242346540,Prince Chaudhary,Nitin Kumar,658,10
241940555912671,Chandigarh University,Chandigarh University,647,5
1100583156625229,Dheeraj Gurjar,Dheeraj Gujar,641,3
112554440463293,Malkhan Singh Chouhan - BJP,Prashant Mahton,627,3
625163821153270,KV Mallesh,Krishnakanth,625,1
103370585969591,Baghel ka Bharosa,Baghel Ka Bharosa,624,86
220915357934024,Arvind Sangal,Bharat Sangal,623,2
103891121744943,Archit Gupta,Politicode,622,2
622809277851037,Election+,Nikhil Bhanudas Mankar,620,2
116188663565362,Kapil Dua,Mohit Yadav,619,3
642996226201566,Sudhakar Shrangare,Aslam Afroz Kazi,601,2
559874610769875,Ganpat Gaikwad - गणपत गायकवाड,Amit Ashok Dhanji,600,1
449945121742046,Ravi Kumar Yadav,Venkata Satish Chandu,595,1
100323604995836,Ramdas Patil Sumthankar,Swapnil Dilip Byale,595,1
113807282035025,Vijay Shivtare,Ashwini Navnath Pawar,592,1
104311631954217,Pharma Simplified,Dawa Charcha,590,1
106267541726270,सुशासन बाबू  -  Sushasan Babu,Janata Dal (United),589,1
162115051234970,Dharmendra Singh Lodhi mla,Dharmendra Singh Lodhi,588,2
133962727230301,Raju Shinde - राजू शिंदे,Rushikesh Dwarkadas Chipate,587,1
764169903692675,Randeep Singh Surjewala,Rajender Kumar,576,9
1384169104959232,Sardarbhai Chaudhari - BJP,Sardarbhai S Chaudhary,563,6
112061804808512,Sports Development Authority of Bihar - SDAB,Ajit Kumar,562,5
1762911167358491,Gopaldas Agrawal,Khush Gokuldas Upadhyay,560,2
105820848944884,Apex India Online Hub,Mukeshbhai Samatbhai Rathod,558,2
112326528253527,Apex Online Solution,Ajay Tiwari,555,2
318764448177576,Chander Prakash,Chander Prakash,554,3
408255699307921,Dr. Manoj Rajoria,Saurabh Saini,550,1
2139468832996555,Siddharth Sukhlal Kushwaha,Saurabh Kumar Asthana,540,1
298361834441412,Marathi Viral League,Marathi Viral League,539,1
109345811730415,आपका तरुण गुप्ता आजसू,Sudhir Kumar Sharma,533,2
1396007407299588,Deepak Prakash,Udit Kumar,531,3
398130620306151,Raj Bahadur Chauhan,Raj Bahadur Chauhan,527,2
216506801885954,Pankaj Chaudhary,Yash Bagh,527,2
108024168621568,Dev Palsaniya,Rohit Githala,523,3
340539892805520,Lahu Balwadkar,Shamal Hiralal Khairnar,519,5
105237395768913,Team Harish Yadav Anantapur,Shaik Mahammad Shafi Allagutti,514,2
195167817324812,Pawan Khera,Indian National Congress,512,2
112496211718538,Rupsing Teron,Mehbub Ahmed Laskar,508,1
1110178129121993,Ashok Vishnoi IRS,Pawan Kumar Sharma,508,2
107265272005040,Girdhari Lal Indoria,Surendra Sharma,503,1
100178612957660,Madan Pandit,Akash Singh,502,3
524665794408050,CASA,Arushi Narchal,502,1
719658791440653,Swami Sumedhanand Saraswati,Dharmendra Chhonkar,500,1
238498023350392,Sunil Venkatesha,Filmy Scoop,499,2
108742684077976,Kunwar Abhishek Singh,Vidhi Agrawal,498,1
695738973874352,Dr. Sumer Singh Solanki,Sumer Singh Solanki,498,1
104416455801130,Satyendra Kumar Ray,Manish Kumar,497,1
1497316220569880,Pratima Bhoumik,pratimabhoumik,497,1
100462962891122,M-read-12,These ads ran without a disclaimer,496,1
1430063227225725,Gaurav Goel,Sarthak Goel,496,5
484694901661075,2baconil,ZERO GRAVITY COMMUNICATIONS,496,2
110676908438028,The Punjab First,The Narrative Builders,495,1
108394644823710,Sunil Gowda,Sunil Sun,494,1
1203697573031051,RK Imo Singh,Rajkumar Imo Singh,494,1
101726242702714,ये नया बिहार है,Summit Polcom,493,1
108209555020383,B somashekar,RMT,491,1
104663008973111,मैं मिथिला हूँ,Summit Polcom,491,1
102519939308428,टीम: संजय कुमार झा,Summit Polcom,490,1
924412661005391,Jeet Pratap Singh,Sandeep Mishra,488,1
101854806119390,World Punjabi Digital,The Narrative Builders,488,1
301058180261039,Kunwar Brijesh Singh,TechnoDigi,488,1
2208966319392864,Shree Mahalakshmi Realty,Sourabh Anand Jawalkar,487,1
111560924353656,Swetha Reddy,Rajendra Reddy Bhuvanagiri,486,2
102309332404025,Nitendra Pratap Singh ‘Nanhe’,Nitendra Pratap Singh,484,1
100513215043546,Pradeep Upadhyay,Chandra Shekhar Mod,483,2
1318355074953864,N1 Live Chandigarh,Suraj Mukhi Sharma,482,1
1619293888308714,Vardhan Yadav,Vardhan Yadav,481,1
1744909255724698,DeccanDigest,Talaha Hussain,481,1
369780283211302,Dr. Sudhakar K,Divya Gowda,479,3
110626125190979,सोचा बता दूं - Socha Bata Du,Abhishek Singh,475,1
