Page ID,Page name,Disclaimer,Amount spent (HNL),Number of ads in Library
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,799,1
104111364355253,Diario Paradigma,Fredy Ordoñez Flores,537,2
421574011322217,Alcaldía del Distrito Central,Alcaldía del Distrito Central,444,4
491553204198958,Revistazo.com,Revistazo.com,342,6
138816232821931,PNUD en Honduras,PNUD (Programa de las Naciones Unidas  para el Desarrollo),247,2
643513979193133,Unidos por Beatriz,Neuma,198,8
973656702704928,ParadigmaEncuestadora,Fredy Ordoñez Flores,167,2
107952642129360,Por una Corte Imparcial con Justicia Social,Delmy Saray Caballero Zelaya,147,1
109580408013707,Francisco Flores,Francisco Miguel Flores Guifarro,139,3
103084629229632,Scanner Doc,These ads ran without a disclaimer,≤100,1
486382251906084,Honduras El Pais,Diario El  Pais.hn,≤100,1
1519747768323108,Edil Mendez,Edil Mendez,≤100,2
709160849247917,Evis Santos,Evis Alexander Santos Tabora,≤100,1
106281038750639,La Pura Verdad,These ads ran without a disclaimer,≤100,1
103825695591860,Josue Colindres Diputado,Johana Elizabeth Colindres Castellanos,≤100,1
105741532048451,Fluffy Worldwide,These ads ran without a disclaimer,≤100,1
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100,1
104015742220554,Mimic,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
131857626888341,Aceprensa,These ads ran without a disclaimer,≤100,1
274394006605216,History A2Z Magazine,These ads ran without a disclaimer,≤100,1
1039675682714205,스브스뉴스,These ads ran without a disclaimer,≤100,1
121307931254043,Econlib,These ads ran without a disclaimer,≤100,1
