Location name,Amount spent (USD)
Arima,161
Chaguanas,327
Couva-Tabaquite-Talparo Regional Corporation,599
Diego Martin Regional Corporation,136
Penal-Debe Regional Corporation,250
Point Fortin,≤100
Port of Spain,319
Princes Town Regional Corporation,165
Rio Claro-Mayaro Regional Corporation,≤100
San Fernando,274
San Juan-Laventille Regional Corporation,303
Sangre Grande Regional Corporation,170
Siparia Regional Corporation,148
Tobago,127
Tunapuna-Piarco Regional Corporation,308
Unknown,≤100
