Page ID,Page name,Disclaimer,Amount spent (COP),Number of ads in Library
597006313643580,Gobernación del Valle del Cauca,Gobernación Valle del Cauca,1437569,21
605912556122758,Deiby Martinez Cortes,Deiby Martinez Cortes,1000000,2
103754197881668,Esteban Restrepo,Fredy Esteban Restrepo Taborda,973123,5
1059459884138781,Mauricio Tobón Franco.,Mauricio Tobón Franco,774368,3
619776134722439,Secretaría Distrital de Salud,Secretaría Distrital de Salud,483711,6
108576731393581,Juliana Enciso,Claudia Juliana Enciso Montes,451249,9
301364506594738,Cumbre Mundial de Comunicación Política,Cumbre Mundial de Comunicación Política,451174,38
251292808253299,Canadian College,Canadian College,449095,10
201014753267112,Andrés Fernando Mesa Valencia,Andres Fernando Mesa Valencia,421047,30
1513364822297857,German Casagua B,German Casagua B,360286,1
101871502791636,Carlos Acosta Juliao Oficial,Carlos Acosta Juliao Oficial,335814,5
1683544555207079,Rafael Martínez,Rafael Martinez,308753,3
256488875025665,Juan Bocanegra,Juan Carlos Bocanegra Chacón,293531,2
184284351706738,Lotería de Bogotá,Lotería de Bogotá,240457,4
601336570076276,Rodolfo Correa,Rodolfo Andres Vargas Correa,230459,7
480612205430156,Deninson Mendoza,Deninson Mendoza Ramos,212080,2
308398253196220,Jorge Andrés,Digital Tech Ideas S.A.S,201955,4
415910721915879,Hector Fabio Velasco Hernandez,Hector Fabio Velasco,197997,17
101180852910189,Sentimiento de Todos,Equipo Comunicaciones Sentimiento de Todos,197542,8
167222580002790,Clara Luz Roldan Gonzalez,Clara Luz Roldán,186425,3
391099551688976,Manuel Correa,Manuel Correa,158178,13
213798789191992,Partido de la U Col,Partido Social de la Unidad Nacional,155733,4
104472845840664,Juan Carlos Corrales,Juan Carlos Corrales,152071,3
108311872210328,Fernando Romero Herrera,Fernando Romero Herrera,151201,4
112155252163421,Sebastián López V.,Sebastian Lopez Valencia,147607,7
418155555015037,Germán Escobar Cundinamarca,German Mauricio Escobar,143666,3
969143216462972,Felipe Cañizalez,Andreina Quintero Correa,136887,3
108827338788235,Por la defensa de Cali,POR LA DEFENSA DE CALI,131461,3
104328067049129,Niñez YA - Sociedad civil por la niñez y la adolescencia,NiñezYA - Sociedad civil por la niñez y la adolescencia,126590,9
264104919248,Alcaldía Distrital de Barranquilla,Alcaldía Distrital de Barranquilla,120573,15
466713146804873,Jonathan Vasquez,Jonathan Stivel Vasquez Gomez,117150,3
105860962029722,Felipe Vélez,Medellín Vuelve a Brillar,112573,4
