Location name,Amount spent (MYR)
Johor,862
Kedah,671
Kelantan,434
Kuala Lumpur,1044
Labuan,≤100
Malacca,274
Negeri Sembilan,342
Pahang,375
Penang,548
Perak,699
Perlis,113
Putrajaya,≤100
Sabah,792
Sarawak,551
Selangor,2000
Terengganu,537
Unknown,≤100
