Location name,Amount spent (CLP)
Antofagasta Region,246059
Araucanía Region,365491
Arica y Parinacota Region,140259
Atacama Region,128284
Aysén Region,102386
Bío Bío Region,680161
Coquimbo Region,321273
Los Lagos Region,357694
Los Ríos Region,163238
Magallanes y la Antártica Chilena Region,152533
Maule Region,378991
O'Higgins Region,494737
Santiago Metropolitan Region,2737175
Tarapacá Region,165102
Unknown,217
Valparaíso Region,927246
