Location name,Amount spent (USD)
Alabama,10978
Alaska,2561
American Samoa,≤100
Arizona,26967
Arkansas,7257
California,131973
Colorado,30024
Connecticut,12124
Delaware,5104
Florida,91482
Georgia,30469
Guam,≤100
Hawaii,3739
Idaho,5359
Illinois,48848
Indiana,32064
Iowa,10734
Kansas,10004
Kentucky,12788
Louisiana,15227
Maine,7452
Maryland,35608
Massachusetts,24511
Michigan,33186
Minnesota,31946
Mississippi,7874
Missouri,20594
Montana,10003
Nebraska,5289
Nevada,11413
New Hampshire,8878
New Jersey,38020
New Mexico,6002
New York,81028
North Carolina,37682
North Dakota,1464
Northern Mariana Islands,≤100
Ohio,48992
Oklahoma,15454
Oregon,17266
Pennsylvania,61766
Puerto Rico,≤100
Rhode Island,3140
South Carolina,16887
South Dakota,1830
Tennessee,22754
Texas,134393
Unknown,162
Utah,8373
Vermont,2676
Virgin Islands (U.S.),≤100
Virginia,33769
Washington,27435
"Washington, District of Columbia",17125
West Virginia,7298
Wisconsin,21877
Wyoming,1502
