Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,3996,10
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,2743,18
142614625077,WWF Polska,WWF Polska,2540,34
102811109411234,Do:łącz,Dołącz,2391,22
178362315106,European Parliament,European Parliament,2297,9
136884656519145,IOM Poland,International Organization for Migration,1585,18
102931488739,Platforma Obywatelska,Platforma Obywatelska,1547,5
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,1309,15
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,1277,36
228168274881,wysokieobcasy,wysokieobcasy,1216,21
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,1174,4
380485532115847,Ministerstwo Rodziny i Polityki Społecznej,Ministerstwo Rodziny i Polityki Społecznej,953,2
57544755889,Amnesty International Polska,Amnesty International Polska,941,24
1407603489492838,Instytut na rzecz Kultury Prawnej Ordo Iuris,Instytut na rzecz Kultury Prawnej Ordo Iuris,934,1
450781218391641,Protestuj.pl,Stowarzyszenie Kultury Chrześcijańskiej im. Ks. Piotra Skargi,811,1
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Iam4u.pl,721,118
376660699164364,Rafał Komarewicz - Przewodniczący Rady Miasta Krakowa,Rafał Paweł Komarewicz,711,4
1715196158626102,Operacja Czysta Rzeka,Operacjarzeka,598,24
513969188677442,Compassion Polska,Compassion Polska,588,13
104921858016507,Dzień Dobry Podatki,Michał Wilk,537,12
108301418501661,Odszkodowania Za Represje 1944-1989,Łukasz Świątek,536,13
50063176484,TVN24,TVN,474,17
178415208919146,Solidarna Polska,Solidarna Polska,435,3
406758116099067,Fundacja Kasisi,Fundacja Kasisi,431,5
344620515579640,Fundacja Równość.org.pl,Fundacja Równość.org.pl,428,20
339855706171439,Dobra Fabryka,Dobra Fabryka,417,6
1683534065241470,OKO.press,OKO.press,405,10
311766890555,Fundacja Batorego,Fundacja Batorego,331,60
1476105062719575,Dariusz Matecki - Solidarna Polska,Dariusz Matecki - Solidarna Polska,327,6
391098174296294,Super Express,se.pl,272,7
146036558887922,Polski Hokej,Polski Hokej,271,6
205945942802470,Polska Agencja Rozwoju Przedsiębiorczości,Polska Agencja Rozwoju Przedsiębiorczości,262,3
395533923834784,PSL Mazowsze,Zarząd Wojewódzki Polskiego Stronnictwa Ludowego Województwa Mazowieckiego,253,24
173086948664,Infor.pl,Infor.pl,249,7
283996612400,Fundacja Nasza Ziemia,Fundacja Nasza Ziemia,241,6
749393698434460,Jarosław Krajewski,Jarosław Krajewski,234,3
110554885250920,Postawmy na młodzież,Stowarzyszenie Projekt Poznań,217,19
300745193630,Fundacja Pro - Prawo do Życia,Fundacja Pro - Prawo do Życia,217,7
144808095552639,ING Polska,These ads ran without a disclaimer,208,1
199877710116314,Patryk Jaki,Patryk Jaki,206,2
475584852475176,Pozytron,Bartłomiej Jan Ginter,204,9
136390556431938,Pracownia na rzecz Wszystkich Istot,Pracownia na rzecz Wszystkich Istot,202,1
342701305934903,Małgorzata Chmiel - poseł na Sejm RP,Małgorzata Chmiel,201,2
137358556439286,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,185,6
648495745485275,Adrian Witczak - radny Tomaszowa Mazowieckiego,Adrian Witczak,182,5
90194404398,Helsińska Fundacja Praw Człowieka,Helsińska Fundacja Praw Człowieka,170,86
107344527675114,Toyota - fabryka w Wałbrzychu,Szymon Jan Marczak,170,4
180185019111,Tygodnik Powszechny,Tygodnik Powszechny,168,2
429506290917644,Toyota - fabryka w Jelczu,Toyota - fabryka w Jelczu,168,1
1381575975475340,EduAkcja - szkolenia dla nauczycieli,EduAkcja sp. z o.o.,164,9
1227194230675141,Pratia,Pratia SA,160,5
140982409255721,Miłość nie wyklucza,Miłość nie wyklucza,158,2
104755215344519,Platforma Obywatelska - Toruń,Platforma Obywatelska RP,158,4
487587700423,Miasto Gdańsk,Miasto Gdańsk,153,3
131511477684330,Znak Horyzont,Społeczny Instytut Wydawniczy Znak sp. z o.o.,152,13
138177746243197,Uniwersytet Papieski Jana Pawła II w Krakowie,Uniwersytet Papieski Jana Pawła II w Krakowie,147,1
292514454554454,Cartrack Polska,Cartrack Polska,143,2
727764574022014,Klaudia Szubert.,Klaudia Monika Szubert,142,2
105629772798008,Kraków PL,Kraków PL,139,1
229797220398331,Kampania Przeciw Homofobii,Kampania Przeciw Homofobii with Facebook ad credits,135,86
256314858405394,Paweł Olszewski,Paweł Olszewski,135,2
105039892358886,FURPO - Świadczenie Pielęgnacyjne,FURPO GROUP SP. Z O.O.,132,12
101557568622941,Sklep Dobrej Fabryki,Fundacja Dobra Fabryka,125,1
999568213449974,"Niezależni PV - Fotowoltaika dla domu, firmy i rolnictwa",Łukasz Zbigniew Czerwiński,123,23
200480966638039,Supremacy 1914,These ads ran without a disclaimer,122,2
267375790061782,Festiwal Nowe Epifanie,Festiwal Nowe Epifanie,121,1
108567461681538,"Polska Katolicka, nie laicka",Fundacja Instytut Edukacji Społecznej i Religijnej im. Ks. Piotra Skargi,121,4
269793963930687,Koalicja Obywatelska w Radzie Miasta Gdańska,Łukasz Kacper Bejm,118,1
347524569236201,Fresh Farm Logistics,These ads ran without a disclaimer,114,1
288949918697908,Łódzkie.pl,Województwo Łódzkie,114,3
110647840532680,Merge Mayor,These ads ran without a disclaimer,112,1
284586648407053,Łukasz Bejm,Łukasz Kacper Bejm,111,1
181020632309,Wydawnictwo Znak,Wydawnictwo Znak,111,10
544480002382374,Instytut Polityk Publicznych,Instytut Polityk Publicznych,109,1
314299585704,PAT&RUB,Ecoidea Sp z oo Sp.k.,109,1
2320275388297228,Marcin Romanowski,Marcin Romanowski,108,1
308684629246305,Tomasz Latos,Tomasz Latos,108,2
109218848183780,Marek Woźniak,UMWW,108,3
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,108,1
314931470408,Platforma Obywatelska Kujawsko-Pomorskie,Platforma Obywatelska RP,106,2
1528030200840040,Muzeum Ziemi Wiśnickiej w Nowym Wiśniczu,Muzeum Ziemi Wiśnickiej,105,5
123234977337474,Відновлення добробуту_Польша,Відновлення добробуту_Польша,104,1
109322024122568,Dagmara Adamiak,Dagmara Adamiak,103,2
195591907176717,Grzegorz Piechowiak - Wiceminister Rozwoju i Technologii,Biuro Posła Grzegorza Piechowiaka,≤100,2
505864632777215,Tygodnik Lisickiego,Orle Pióro sp. z o.o.,≤100,3
286243508135957,Solidarna Polska - Nowe Pokolenie,Solidarna Polska,≤100,1
505787423224273,Urszula Sara Zielińska,Urszula Zielińska Posłanka Na Sejm RP,≤100,1
658695000844495,Adam Andruszkiewicz,Adam Andruszkiewicz,≤100,2
312204349288060,Mariusz Gosek,Mariusz Gosek,≤100,3
378777385998461,Grupa MTP,Grupa MTP,≤100,4
971833706177522,Kraków dla Mieszkańców,Kraków dla Mieszkańców,≤100,2
104061062331637,Pałac Saski,Pałac Saski Sp. z o.o.,≤100,4
198196133533089,Polska Misja Medyczna / Polish Medical Mission,Polska Misja Medyczna / Polish Medical Mission,≤100,4
323818978380073,Stanisław Derehajło,Stanisław Derehajło,≤100,5
1496359750659795,Michał Wójcik,Michał Wójcik,≤100,1
1489158561337371,Dariusz Olszewski,Dariusz Olszewski,≤100,1
1224502281011628,Patryk Marjan,Patryk Marjan,≤100,1
334031263082,Międzynarodowy Festiwal Sztuk Przyjemnych i Nieprzyjemnych,Teatr Powszechny w Łodzi,≤100,2
2247835298784233,Aleksandra Łapiak,Aleksandra Łapiak,≤100,1
1945219198920241,Aleksander Jankowski - Wicewojewoda Pomorski,Aleksander Jankowski,≤100,1
2230234047292966,Monika Pawłowska,Monika Pawłowska,≤100,2
194585893914848,Fundacja Rozwoju Demokracji Lokalnej,Cezary Trutkowski,≤100,3
104873974773853,Repetujemy,These ads ran without a disclaimer,≤100,1
145454508858332,Krystian Kłos - Radny Miasta Gdańska,Krystian Jarosław Kłos,≤100,1
100302862419697,"Wielkopolska, tej",UMWW,≤100,9
