Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,1195
Bicol Region,6063
Cagayan Valley,4883
Calabarzon,22362
Caraga,2896
Central Luzon,16435
Central Visayas,11660
Cordillera Administrative Region,2630
Davao Region,6678
Eastern Visayas,5528
Ilocos Region,6840
Metro Manila,28898
Mimaropa,3267
Northern Mindanao,8181
Soccsksargen,4867
Unknown,≤100
Western Visayas,15648
Zamboanga Peninsula,3483
