Location name,Amount spent (AUD)
Australian Capital Territory,782
Jervis Bay Territory,≤100
New South Wales,29390
Northern Territory,289
Queensland,7693
South Australia,2821
Tasmania,1096
Unknown,≤100
Victoria,9469
Western Australia,3384
