Page ID,Page name,Disclaimer,Amount spent (EUR),Number of ads in Library
334361224413,N-VA,Nieuw-Vlaamse Alliantie,5758,43
933317623465246,Recupel,Recupel,1167,7
57253967150,Vooruit,Vooruit,712,149
54970503767,PVDA,PVDA,605,19
43883239276,Bruxelles Environnement Leefmilieu Brussel,Bruxelles Environnement - Leefmilieu Brussel,502,10
612842542493048,Tous respectueux / Ik toon respect,Form TS Vorm DC,458,16
121822074551891,Action Damien - Damiaanactie,Action Damien,446,14
208140805905898,GAIA - Global Action in the Interest of Animals,GAIA vzw,427,14
305365056290036,Raoul Hedebouw - PVDA,PVDA,402,16
483497581789280,Theo Francken,Nieuw-Vlaamse Alliantie,377,5
543319679114946,Matthias Diependaele,Nieuw-Vlaamse Alliantie,356,7
108820070638334,Les Engagés - Mouvement participatif,Les Engagés,316,53
53668151866,Open Vld,Open Vld,309,25
109988677044893,Filip De Man,Filip De Man,266,1
84920854319,Groen,Groen,256,80
133467219125,Ben Weyts,Nieuw-Vlaamse Alliantie,249,12
504580942987092,Egbert Lachaert,Open Vld,242,16
24079407056,Bart De Wever,Nieuw-Vlaamse Alliantie,224,14
38296327361,Ecolo,Ecolo,223,4
203903005659,Vlaams Belang Jongeren,Vlaams Belang Jongeren,221,2
111434905112353,Assemblée citoyenne pour le climat - Burgerraad voor het klimaat,Bruxelles Environnement,217,2
495564387205601,CD&V Limburg,CD&V,206,26
332568886887302,Bubble,Bubble,205,4
372776579930604,Petra De Sutter,Groen,194,13
1662059670679141,1712,1712 (Centrum voor Algemeen Welzijnswerk Oost-Brabant),194,2
155682534507894,Eneco Belgium,Eneco Belgium nv,179,97
1661453500556261,Peter De Roover,N-VA,178,1
583742175322666,Jo Brouns,Jo Brouns,147,22
343729415128,SOS Kinderdorpen België,SOS Kinderdorpen België,141,4
52997544531,cd&v,CD&V,138,25
408479362538591,Vlaams Parlement,Vlaams Parlement,128,4
60317812912,Jan Jambon,Nieuw-Vlaamse Alliantie,122,2
73232790238,Greenpeace Belgium,Greenpeace Belgium,120,30
228307843991539,Alexander De Croo,Open Vld,115,5
1848893498684520,Santander Consumer Bank Belgium,Santander Consumer Bank,113,4
942750852588816,Conner Rousseau,Vooruit,112,18
53838654385,PTB,PTB,110,14
443445539013483,Alexia Bertrand,Open Vld,103,2
236330169511,MR - Mouvement Réformateur,MR - Mouvement Réformateur,101,5
453932394796444,Zuhal Demir,Nieuw-Vlaamse Alliantie,≤100,9
101240187963272,wallonie-photovoltaiques.com,LA PLATEFORME DU LEAD,≤100,6
1373626132778895,Jeremie Vaneeckhout,Groen,≤100,38
236485149843971,Peter Mertens,PVDA,≤100,2
107898832590939,European Commission,European Commission,≤100,2
118733544955339,Muslim Rangers,Zaki Chairi,≤100,2
127317063949231,Visie,visie,≤100,3
174309193235171,FGTB Construction,FGTB Construction,≤100,6
1480604288895159,N-VA Brussels Hoofdstedelijk Gewest,Nieuw-Vlaamse Alliantie,≤100,4
107781141962077,Nadia Naji,Groen,≤100,23
1375436739430055,Anneleen Van Bossuyt,Nieuw-Vlaamse Alliantie (Anneleen Van Bossuyt),≤100,4
100947845480,Sven Gatz,Open Vld,≤100,7
201359506543663,Centrale Générale - FGTB,Centrale Générale - FGTB,≤100,5
767225030115378,ENGIE Foundation,ENGIE Belgium,≤100,5
145118538898472,Algemene Centrale - ABVV,Algemene Centrale - ABVV,≤100,4
100606792498147,Tom Vandendriessche MEP,Vandendriessche MEP,≤100,1
150977208365420,Assita Kanko,Nieuw-Vlaamse Alliantie,≤100,4
556347961236170,FGTB Titres-services,FGTB Titres-services,≤100,7
328565540829675,ABVV Dienstencheques,ABVV Dienstencheques,≤100,8
616252382042509,ABVV Bouw,ABVV Bouw,≤100,7
78565055764,Plan International Belgium,Plan International Belgium,≤100,5
440758486069432,Jasper Pillen,Open VLD,≤100,3
547978585231957,Vlaamse overheid,These ads ran without a disclaimer,≤100,1
171238582919259,FGTB,FGTB - Fédération Générale du Travail de Belgique,≤100,2
14619952769,Het Belang van Limburg,Het Belang van Limburg,≤100,4
942750852588816,Conner Rousseau,Conner Rousseau,≤100,2
275607285891320,Johan Van Overtveldt,Nieuw-Vlaamse Alliantie,≤100,5
536040200159049,FGTB Coiffure,FGTB Coiffure,≤100,6
254275311677180,FGTB Nettoyage,FGTB Nettoyage,≤100,8
232762767418563,ABVV Kappers,ABVV Kappers,≤100,5
141790109882222,ABVV Bewaking,ABVV Bewaking,≤100,5
1498177693625569,FGTB Gardiennage,FGTB Gardiennage,≤100,5
291699857688,EPP Group in the European Parliament,EPP Group in the European Parliament,≤100,24
117277268286025,Fairtrade Belgium,Fairtrade Belgium,≤100,5
100606792498147,Tom Vandendriessche MEP,Tom Vandendriessche MEP,≤100,1
147547541961576,Council of the European Union,Council of the European Union,≤100,10
244030075734828,Vlaams Belang Brugge,Vlaams Belang,≤100,3
289193165531,11.11.11,11.11.11,≤100,25
512123045595812,Frosch Belgium,Frosch Belgium,≤100,3
108645756526900,Chez Nous,Chez Nous,≤100,6
176170955780752,Centre d'Action Laïque,Centre d'Action Laïque,≤100,2
105387239151389,WWF Youth Belgium,WWF-Belgique,≤100,1
109303661918715,Yvan Verougstraete,Les Engagés,≤100,5
111213851043035,Sara Matthieu,Groen,≤100,4
584806884924010,Tom Van Grieken,Vlaams Belang,≤100,1
341174129258800,Georges-Louis Bouchez,Georges-Louis Bouchez,≤100,1
1474193815933413,ABVV Schoonmaak,ABVV Schoonmaak,≤100,7
1473802016233527,Informazout,Informazout,≤100,4
2077348495667437,Holcim Belgium,Holcim Belgium,≤100,7
