Location name,Amount spent (CAD)
Alberta,5522
British Columbia,10399
Manitoba,1887
New Brunswick,1351
Newfoundland and Labrador,1130
Northwest Territories,186
Nova Scotia,1692
Nunavut,110
Ontario,20621
Prince Edward Island,285
Quebec,8669
Saskatchewan,1652
Unknown,≤100
Yukon,119
