Location name,Amount spent (USD)
Azuay Province,454
Bolívar Province,114
Carchi Province,≤100
Cañar Province,132
Chimborazo Province,656
Cotopaxi Province,180
El Oro Province,617
Esmeraldas Province,244
Galápagos Province,112
Guayas Province,3364
Imbabura Province,229
Loja Province,259
Los Ríos Province,587
Manabí Province,1161
Morona-Santiago Province,162
Napo Province,≤100
Orellana Province,138
Pastaza Province,150
Pichincha Province,1721
Santa Elena Province,184
Santo Domingo de los Tsáchilas Province,248
Sucumbíos Province,≤100
Tungurahua Province,422
Unknown,≤100
Zamora-Chinchipe Province,135
