Page ID,Page name,Disclaimer,Amount spent (ARS),Number of ads in Library
130929705668,Municipalidad de Córdoba,Municipalidad de Córdoba,1772869,69
129799846687423,Levantémonos,Levantemonos,329706,74
301506776559902,Gobierno de Córdoba,Gobierno de Córdoba,300936,55
543624772318229,Diego Valenzuela,Diego Valenzuela,199893,10
113781658634572,Gustavo Sáenz,Gustavo Sáenz,197040,8
109029088772667,Todo Zona Norte,Todo Zona Norte,185244,11
813606588771959,CPC Ruta 20 Municba,municipalidad de córdoba,172023,11
525334380868858,Martín Lousteau,Martín Lousteau,158479,28
108145258869282,Por amor a Salta,Por Amor a Salta,138406,7
327490147360219,Martín Berhongaray,Martín Berhongaray,135019,38
100975902971250,La Libertad Avanza en San Juan,La Libertad Avanza en San Juan,119216,21
161768683835555,Municipio de La Matanza,Municipio de La Matanza,99161,12
102858281496444,Argentinos hoy,Argentinos hoy,98197,6
110079031997390,Con Larreta,Con Larreta,92384,83
110890318187982,Escucharte Santa Fe,Escucharte Santa Fe,86815,39
103088924366000,Noticias d,Noticias d,85792,235
104782484202318,Medio Buenos Aires,Medio Buenos Aires,84165,15
233792609964941,Municipio de Esteban Echeverría,Municipio de Esteban Echeverría,83691,3
100964679318447,Gastón Caballero,Misiones por el Cambio,82391,5
924253577657013,Gobierno de Tierra del Fuego AIAS,Gobierno de Tierra del Fuego,68411,13
212404205842351,CPC Rancagua MuniCba,municipalidad de córdoba,67162,10
597555623926805,CPC Empalme Municba,municipalidad de córdoba,64406,4
2057819794450925,CPC Pueyrredón MuniCba,municipalidad de córdoba,63279,2
104733589113258,La Gaceta Nacional,La Gaceta Nacional,61745,6
101321286190410,Avancemos Salta,Avancemos Salta,57830,30
101835199221060,Jorge Andrés Difonso,Jorge Andrés Difonso,53873,10
699339310144309,CPC Mercado de la Ciudad MuniCba,Municipalidad de Córdoba,52366,2
105925915008935,Frente Cambia Jujuy,Frente Cambia Jujuy,47146,18
135948233146402,Municipio de Lomas de Zamora,Municipalidad de Lomas de Zamora,46951,1
111669735076988,Hora Cero,Hora Cero Noticias,44959,10
1728738977359845,CPC San Vicente MuniCba,municipalidad de córdoba,43593,2
113686738612,Gobierno de la Ciudad de Buenos Aires,Gobierno de la Ciudad de Buenos Aires,43053,40
546669442064267,Martiniano Molina,Martiniano Molina,41772,3
726998547382753,Martin Tetaz,Martín Tetaz,41093,4
320178711981750,Pablo Argañaraz,Pablo Argañaraz,40216,4
327490147360219,Martín Berhongaray,Primero La Pampa,40128,13
2257336131186551,Noticias HOY,Gaceta Bonaerense,39462,4
107252148848573,Eduardo Cáceres,Eduardo Cáceres,36961,10
100580902606304,Republicanos Tierra del Fuego,Republicanos Tierra del Fuego,36550,3
385958661832297,CPC Villa El Libertador Municba,municipalidad de córdoba,34246,2
104195999244021,Primero La Pampa,Primero La Pampa,33839,7
112090455034177,El Portavoz Oficial,El Portavoz,33314,5
429298067264790,Sergio Ziliotto,Partido Justicialista Distrito La Pampa,32274,51
102534516011045,La Gloria Noticias,La Gloria Noticias,31932,12
1847886358835128,Daniela Reich,Daniela Elizabeth Reich,31733,1
113395874909201,Punto Noticias,Punto Noticias Web,30908,8
260217841057049,Consultora Tendencias,Consultora Tendencias,30517,12
114364621598017,Vamos San Juan,Vamos San Juan,30442,4
947520791967929,Claudio Poggi,Claudio Poggi,30402,5
112581315023501,Carlos Sadir,Frente Cambia Jujuy,29534,4
103846469204203,La Ola Noticias,La Ola Noticias,29468,4
104046341137293,Panorama Pais,Panorama Pais,29001,3
111600998225620,Noticias Zero,Noticias Zero,28326,9
102187456039094,Enterate Ya,Enterate Ya!,28009,4
406037676834793,Gaceta Bonaerense,Gaceta,27682,2
106611964758390,Santiago Pérez Pons,Chaco Gobierno de Todos,27673,19
116750708050641,Buenos Aires con Patricia,Buenos Aires con Patricia,27442,2
420724655175395,Cristian Mayal,Cristian Mayal,26352,17
825533814234223,Franco La Porta,Maria Soledad Mansilla,26148,17
113962914977034,Somos FORJA,Somos Forja,26114,2
551027964955087,Julio César Martinez,Julio Cesar Martinez,26007,2
1036346516378196,Nadir Yasuff,Nadir Yasuff,25652,13
104134822613702,Fabián Soria,Fabian Soria,25325,2
296099692189532,Martin Menem,Martin Menem,25182,2
1642712085944827,Alejandro Vilca,Frente de Izquierda,25035,7
836721716420200,Lautaro Jimenez,Frente de Izquierda,24981,6
188988467785959,José Cano,José Cano,24256,6
108146311912164,Laburen Ladris,www.laburenladris.com,23451,17
958750317533178,Manuela Castañeira,Nuevo MAS,22974,4
112200072188893,Eduardo Cáceres,Eduardo Cáceres,22385,5
1662250880709156,Lanús Municipio,Lanús Municipio,22268,4
465558466800210,Maxi Pullaro,Juntos por el Cambio Evolución,21841,16
1183174355033526,Municipalidad de La Plata,Land Comunicación,21599,2
1632364173709710,Juan Cruz Curá,Juan Cruz Curá,21489,2
1726365124243504,Clara García,Clara Garcia,21158,9
112320104715079,Córdoba 247,Córdoba 247,21055,32
680986725302906,Roberto Mirabella,Hacemos Santa Fe,20779,5
107631983989726,Argentina Federal,Argentina Federal,20540,7
409843162468188,Inés Brizuela y Doria,Inés Brizuela y Doria,20499,14
105735495551632,Nico Marchiolo,Nicolas Ariel Marchiolo,19876,6
369199359904207,Municipalidad de Tres de Febrero,Municipalidad de Tres de Febrero,19619,5
796480967084066,Cele Fierro,MST Movimiento Socialista de los Trabajadores,19521,5
61279025897,Gerardo Morales,Gobierno De Jujuy,19423,2
142473639655550,Lucio Paz Posse,Lucio Paz Posse,18912,4
564830380326427,Juan Carlos Polini,Polini,18562,9
723782314401584,Enrique Estévez,Enrique Estevez,18488,7
191138187655299,Municipalidad de Quilmes,Municipalidad de Quilmes,18472,22
101996084777901,Mariela Belski,Mariela Belski,18443,15
189648461186976,Liliana Fellner,Liliana Fellner,18303,8
183940131655054,María Eugenia Vidal,María Eugenia Vidal,18279,4
1836305199944010,SI SAN JUAN,Servicio informativo Gobierno de San Juan,18262,1
652162468224695,Juan Negri,Juan Negri,18190,15
106277608413948,Felipe Biella,Salta Independiente,17913,4
122876064052033,Liberales de Salta,La Comunidad,17069,1
587405287971230,Mariano Cascallares,Partido Justicialista Almirante Brown,17033,10
103322152538185,La Verdad Noticias,La verdad noticias,16908,6
405968363074387,Marco Julio Puricelli,Ideas y Vision,16841,5
138406616275954,Marcelo Orrego,Producción y Trabajo,16743,6
110039918575012,Noticias Express,Noticias Express,16584,5
114466054858948,Eduardo Cerimedo,Eduardo Cerimedo,16090,13
1170748123064391,Federico Frigerio,Federico Frigerio,16049,13
108747171494977,Ambiente La Pampa,Subsecretaria de Ambiente de La Pampa,15988,6
1445804622410982,Marcos Urtubey,Marcos Urtubey,15973,3
100932749306130,Noticias Andinas,Noticias Andinas,15945,5
238546219688035,Felipe Alvarez,Fundación Innova La Rioja,15889,13
101761569495985,Miguel Nanni 2023,Miguel Nanni 2023,15867,6
106560742263098,Noticias El Portal,Noticias El Portal,15848,3
699758330894365,Actualidad Argentina,Actualidad Argentina,15807,1
102289782502796,Prensa Digital,Prensa Digital,15687,4
2296112127071539,Feedback encuestas,Feedback Encuestas Online,15571,14
1580891525460837,Walter Raul Wayar,Walter Raul Wayar,15000,4
672238573214250,Diego Arévalo,Diego Arévalo,14915,5
171330806277312,Diego Santilli,Instituto República,14779,36
113328424956836,Prensa Libre,Prensa Libre,14652,2
715474465134422,Patricia Hucena,Patricia Del Carmen Hucena,14136,8
118022918321722,Municipalidad Rio Tercero,Municipalidad de Rio Tercero,13880,16
107796462136638,La República Noticias,La República Noticias,13779,10
214152438919953,Municipio de Resistencia,Municipio de Resistencia,13477,10
105639634606492,Martín Hinojosa,Martin Hinojosa,13205,35
102305658071845,Uthgra Córdoba,Julian Rousselot,13182,3
369181306485506,Patricia Cubria,showercomunicacion,13039,8
110276628358382,El Autónomo,El Autónomo,13037,4
628498977777284,El Continental,Periodico El Continental,12595,4
115265413177720,Franquito Hernandez Berni,Franco Esteban Francisco Hernandez Berni,12555,6
716395405117138,Noelia Barbeito,Frente de Izquierda,12415,5
819240928422696,César Treffinger,Cesar Treffinger,12294,4
932158520193023,Municipalidad de José C. Paz,Municipio de José Clemente Paz,12221,18
367089004808,Amnistía Internacional Argentina,Amnistía Internacional Argentina,12194,7
746367662125053,Damian Contreras,Damian Contreras,12111,8
1030058910343698,Federico Javier Cacace,Federico Javier Cacace Estrada,11995,1
107022228690687,Jornada Nacional,Jornada Nacional,11631,7
104638339157414,Partido Demócrata de  Córdoba Oficial,Partido Demócrata de Córdoba,11627,3
103371005775934,Carlos Lorenzo,Carlos Lorenzo,11578,8
2021141788107491,Othar Macharashvili,Othar Macharashvili,11534,2
105434454484182,Difusión de Prensa Argentina,Difusión de Prensa Argentina,11437,5
1604553363177691,Raul Von Der Thusen,Raul Von Der Thusen,11350,3
1064807416890278,Emilio Baistrocchi,Emilio Baistrocchi,11344,6
164251590692251,Laura Avila,Laura Avila,11113,6
102191259342345,Pablo Cornet,Juntos por Va,11098,3
327454924058033,Mariano Campero,Mariano Campero,11018,6
115485791471509,Gustavo Casas,Gustavo Federico Casas,10775,4
660416864150494,Obras La Pampa,Obras La Pampa,10759,9
1025286324218044,CPC Mons Pablo Cabrera MuniCba,municipalidad de córdoba,10670,2
101302041450958,Secretaría Energía y Minería La Pampa,Secretaría de Energía y Minería de La Pampa,10606,3
134952823851842,CPC Colón MuniCba,municipalidad de córdoba,10572,2
101364195948955,KATO DICE Y HACE,KATO DICE Y HACE,10320,21
508042719277404,Fabricio Bolatti,FABRICIO BOLATTI,9955,15
727335750769472,Lis Diaz,Sector Pixel Marketing,9849,1
1143439962443489,Aldana Ahumada,Aldana Ahumada,9806,1
110154395382672,Mario Mimessi,Mario Mimessi,9672,1
640722522699699,Sergio Checho Basile,Sergio Checho Basile,9663,4
190356261138005,Leandro Zdero,Leandro Zdero,9627,3
1470809306572155,Armando Luis Gay,Armando Luis Gay,9557,2
105166715290140,Momento Uno,Momento Uno,9478,6
287386615304441,Jocha Castro Videla,Jose Antonio Castro Videla,9404,6
459777610743664,Ariel Sujarchuk,HAY ALTERNATIVA PARA EL CAMBIO EN ESCOBAR - HACE,9328,13
1884291398465992,Miky González Coria,Selva Mikaela Daniela González Coria,9326,4
107590944370114,Voz de Santa Fe,www.vozdesantafe.com.ar,9278,12
132275286851048,Luis Alfredo Juez,Frente Cívico de Córdoba,9078,8
109260823781982,Javier Monico Graciano,Javier Alberto Monico Graciano,9026,2
113898744658728,El Progreso Web,El Progreso,9010,3
1037747019763088,Manuel Courel,Manuel Courel,8697,4
1188673574495575,Laura Stratta,Laura Stratta,8634,3
805670376206651,Ramón Lanús,Ramón Lanús,8545,7
1782770091995310,Mariano Castagnaro,Mariano Lucas Castagnaro,8515,1
631005016932969,Gabriela González Riollo,Gabriela Gonzalez Riollo,8507,7
1605180749766737,Sergio Miodowsky,Sergio David Miodowsky,8485,6
120801960961157,Alicia Mayoral,Alicia Susana Mayoral,8471,5
131381938371647,Corta La Bocha Noticias,Corta La Bocha,8448,2
1801160446825374,Andrés Forgione,Roberto Andres Forgione Svoboda,8443,10
105631721521791,Fernando Santacruz,Fernando Anibal Santacruz,8442,2
175844725888213,Alejandro Bodart,MST Movimiento Socialista de los Trabajadores,8413,2
113138195384719,Nestor Grindetti,Nestor Grindetti,8246,4
480129710135,Municipio de Tigre,Municipalidad de Tigre,8240,24
705172499580470,Gustavo Martinez,Gustavo Martinez,8226,10
102007812840437,Jóvenes con Wado,Jóvenes con Wado,8144,7
1915928008689451,Eli Cuesta,Eli Cuesta,8048,30
458384960873948,Alejandro Cacace,Alejandro Cacace,8035,1
1414772295433829,Carlos Munisaga,Somos Rawson,7920,7
111064391804839,Argentina Productiva,Argentina Productiva,7868,1
100198331521581,Agencia Provincial de Noticias La Pampa,APN La Pampa,7811,4
253898394637965,Luciana Echevarría,MST,7783,4
386830351387514,InfoSanLuis.com,InfoSanLuis.com,7774,12
105934511973989,Fabian De Sa,Misiones por el cambio,7730,5
109613811893240,Aiby • AI Art & Avatar Generator,These ads ran without a disclaimer,7667,1
111458917077784,Noticias El Quijote,Noticias El Quijote,7632,1
108072227440,El Territorio,El Territorio,7607,4
661820123919190,Gaston Hissa,Gaston Hissa,7585,4
1547396068885036,Ushuaia Municipalidad,Ushuaia Municipalidad,7490,4
642047375905348,Gastón di Castelnuovo,Gaston Di Castelnuovo,7480,5
924072727651543,Natalia Morales,Frente de Izquierda,7478,2
1515080865176797,Barbara Drake,Barbara Drake,7473,2
1557687961227122,Agustina Ciarletta,Agustina Ciarletta,7437,3
184491722081467,Dani Lopez,Daniel Hernan Lopez De Gaetano,7429,6
2200773263525947,Alejandro Melo,Alejandro Melo,7359,4
107862828349752,Tiempo de Córdoba,Tiempo de Córdoba,7300,16
1558028877808328,Lucía Varisco,Lucia Varisco,7270,2
1689208734631579,Gobierno de Jujuy,Gobierno De Jujuy,7255,4
110150088683172,Informe NOA,Informe NOA,7226,1
331459911021936,Lalo Stelatto,Lalo Stelatto,7224,23
109258315464001,Valeria Lange,Valeria Lange Gurruchaga,7223,5
208352036028443,Municipalidad de Santa Rosa,Municipalidad de Santa Rosa,7223,17
109554821547169,CPC Jardín MuniCba,municipalidad de córdoba,7182,1
291254690958520,Gobierno de Corrientes,Gobierno de Corrientes,7155,7
397996497678742,Rodrigo Lugo,Hector Rodrigo Lugo,7031,3
215127935173119,Emanuel Gainza,Emanuel Gainza,6977,4
103979698049656,El notición,El Notición Online,6966,2
105960568377813,Ministerio de Producción La Pampa,Ministerio de Producción de La Pampa,6958,4
112085985172303,Partido de la Victoria La Rioja,Partido de la Victoria La Rioja,6914,9
116617641368990,smartpos.ok,Rita Yanina Maria Galmarini,6912,15
1643352192630981,Marcos Ferrer,Marcos Ferrer,6887,11
154643514568743,Sergio Abrevaya,Sergio Abrevaya,6772,3
362204533804292,Municipio de Río Grande,Municipio de Río Grande,6706,5
108466065514710,Avanzar La Rioja,Avanzar La Rioja,6665,5
103432242252011,Rodolfo Ocaranza,Luis Rodolfo Nicolas Ocaranza,6649,4
353492111467605,Julio Garro,Land,6647,1
120343584305760,Nati Aguiar,Natalia Aguiar,6614,6
114978559901087,Frente a Frente,Frente a Frente,6573,2
1489647321335052,Huguito Kenny,Huguito Kenny,6567,5
114617921589944,Entre Ríos Productivo,Entre Rios Productivo,6559,2
272338312973462,Santiago López Medrano,Santiago López Medrano,6556,42
544986472243896,Data Diario,Data Diario,6549,5
103774184778864,Alejandra Venerando,Alejandra Venerando,6519,2
100513966017836,Noticias del Sur,Noticias del Sur,6517,2
104838940899300,Memo,El Memo,6465,5
2003697709923162,Ministerio de Educación de La Pampa,Ministerio de Educación de La Pampa,6369,3
1541428379519312,Luciano Demarco,Luciano Demarco,6361,5
233734300112003,Juan Monteverde,Ciudad Futura,6285,7
1554067651472370,Hector Javier Belloni,Luis Eduardo Corregidor,6258,1
299140303610315,Nestor Majul,Nestor Majul,6229,3
441212389961966,Rita Sallaberry,Rita Sallaberry,6199,3
100198709524288,Pan Optico Group,Pan Optico Group,6098,3
1429940823885218,Javi Techeira,Javier Techeira,6086,28
1172397076130643,Pablo Macchiarola,Pablo Macchiarola,6077,6
232102743650781,Tomás Bertotto,Tomás Bertotto,6048,2
947697181983026,Ministerio De Salud La Pampa,Ministerio De Salud La Pampa,5862,2
109819601940472,Eduardo Camus,Eduardo Camus,5806,4
109064367346748,Javier Branca Concejal,Javier Eduardo Branca,5805,2
105603381828766,Ursula Waidelich,Ursula Waidelich,5803,3
1828211714070094,Víctor da Vila,Partido Obrero,5746,4
424702354318618,Pedro Puerta,Pedro Puerta,5735,1
730843503705155,Roberto Sanchez,Roberto Antonio Sanchez,5705,4
117782078843803,Juan Argañaraz,VIDA Y FAMILIA,5647,4
141231856052932,Evert Van Tooren,Evert Van Tooren,5570,19
621662804554294,Florencia Lopez,Maria Florencia López,5504,2
451835641522345,Marcelo Rodio,Marcelo Rodio,5502,9
100498492824063,Sergio Salvatierra,Sergio Salvatierra,5312,9
604575512919532,Cristian  Andino,Cristian  Andino,5302,4
1873194886282596,Francisco Mondotte,Daniel Mondotte,5234,6
104666747864207,Horacio Loreiro,Horacio Guido Loreiro,5205,8
102599399406034,Héctor Negrito Rodríguez,Héctor Negrito Rodríguez,5160,4
1479745175587393,Tito Stefani,Tito Stefani,5149,2
155326881225340,Cristian Ritondo,Hablen De A Uno,5083,5
259111760849274,Federico Angelini,Juntos por el Cambio,5079,8
109351389090584,Sergio Urribarri,Sergio Urribarri,5065,4
101084180600854,Juan Jose Orrego,Juan Jose Orrego,5060,9
245511783066904,Matías Sebely,Matias Sebely,4998,6
686447918403785,Emiliano Durand,Juan Manuel Chalabe,4979,1
104856199182046,Gato Fernández,Gato Fernández,4927,1
985257904886548,Gaston Esperanza,Jonatan Gaston Esperanza,4916,3
465558466800210,Maxi Pullaro,Maxi Pullaro,4883,2
125183747539071,Noticias Argentinas,Noticias Argentinas,4868,52
304176325478,La Política Online,La Política Online,4862,7
637877716565391,Alejandro Parnás,Evolución Santiago,4840,1
824347377653895,Guillermo Galvan,Guillermo Galvan,4827,6
1996821287271445,Marcelo Arancibia,Marcelo Arancibia,4790,2
