Location name,Amount spent (VND)
An Giang Province,1540
Bà Rịa–Vũng Tàu Province,6080
Bình Dương Province,19145
Bình Phước Province,1733
Bình Thuận Province,2090
Bình Định Province,28479
Bạc Liêu Province,3531
Bắc Giang Province,11016
Bắc Kạn Province,1015
Bắc Ninh Province,122521
Bến Tre Province,1384
Cao Bằng Province,43004
Cà Mau Province,4564
Cần Thơ,3757
Da Nang,3661
Gia Lai Province,60888
Haiphong,12346
Ho Chi Minh City,46328
Hà Giang Province,858
Hà Nam Province,456
Hà Tĩnh Province,5289
Hòa Bình Province,1766
Hưng Yên Province,2652
Hải Dương Province,9875
Hậu Giang Province,1195
Khánh Hòa Province,3465
Kiên Giang Province,1615
Kon Tum Province,435
Lai Châu Province,432
Long An Province,3464
Lào Cai Province,650
Lâm Đồng Province,4292
Lạng Sơn Province,1642
Nam Định Province,2210
Nghệ An Province,6473
Ninh Bình Province,206
Ninh Thuận Province,498
Phú Thọ Province,962
Phú Yên Province,3868
Quảng Bình Province,1366
Quảng Nam Province,2657
Quảng Ngãi Province,971
Quảng Ninh Province,9365
Quảng Trị Province,1063
Sóc Trăng Province,1740
Sơn La Province,3653
Thanh Hóa Province,9925
Thái Bình Province,70826
Thái Nguyên Province,71089
Thừa Thiên–Huế Province,3517
Tiền Giang Province,1703
Trà Vinh Province,6860
Tuyên Quang Province,1321
Tây Ninh Province,7368
Vĩnh Long Province,3332
Vĩnh Phúc Province,6711
Yên Bái Province,3899
Điện Biên Province,1717
Đắk Lắk Province,103895
Đắk Nông Province,1342
Đồng Nai Province,10482
Đồng Tháp Province,1922
