Page ID,Page name,Disclaimer,Amount spent (HUF),Number of ads in Library
120370174702378,Magyarország Kormánya,Magyarország Kormánya,524568,1
109637397268775,Nyugati Pályán,Splendidea Communications Kft,176362,4
191461774219575,hirado.hu,hirado.hu,169820,47
592204747588011,Momentum Mozgalom,Momentum Mozgalom,87158,3
543788999005363,ORIGO,Mediaworks Hungary Zrt.,78994,5
294815374340858,Donáth Anna,Momentum Mozgalom,56742,6
594088897289853,Alapjogokért Központ,Alapjogokért Központ,50086,25
178362315106,European Parliament,European Parliament,47784,10
47198507012,LMP - Magyarország Zöld Pártja,LMP - Magyarország Zöld Pártja,47525,5
1880809845328535,Dobrev Klára,Demokratikus Koalíció,38679,6
35634348348,Greenpeace Magyarország,Greenpeace Magyarország,29173,6
1584646591763647,Kanász-Nagy Máté,LMP - Magyarország Zöld Pártja,28576,7
1239893846155692,Tompos Márton,Momentum Mozgalom,28066,3
103294948505659,Szánthó Miklós,Szánthó Miklós – Alapjogokért Központ,27921,12
287770891404,Jobbik Magyarországért Mozgalom,Jobbik Magyarországért Mozgalom,27750,1
167604093409160,Promenad24,Dél-alföldi Média Centrum Kft.,27690,2
103874348723105,Megoldás Mozgalom,Megoldás Mozgalom,25536,2
248172631940,Mandiner,Mediaworks Hungary Zrt.,25063,7
169599166463839,Demokratikus Koalíció,Demokratikus Koalíció,24533,10
851784814892644,Simicskó István,KDNP frakció,22472,2
1534911313439123,Ripost,Ripost,21642,4
135049793193159,IH Rendezvényközpont,Green Team Event & Marketing Kft.,21546,16
103922897650335,Bakos Bernadett,LMP - Magyarország Zöld Pártja,21320,9
105666454157523,Szikra Mozgalom,Szikra Mozgalom,20011,1
100299381703981,Ps TV,PestiSrácok.hu,18273,2
125953004085398,Kemma.hu,Kemma.hu,17799,3
113028273433856,Budafok-Tétény / Közösségre kapcsolva,Közösségre kapcsolva 22,17379,2
191946490841225,Dúró Dóra,Mi Hazánk Mozgalom,17258,3
1627127484170228,NHC24,Mediaworks Hungary Zrt.,17003,3
1869511526651884,Zsigmond Barna Pál,Fidesz,16686,13
131283758531,HVG,HVG Kiadó ZRt.,16645,8
331580946799,Borsonline - Bors Szórakoztató Napilap,Borsonline - Bors Szórakoztató Napilap,16398,5
153992771336740,Origo Sport,Mediaworks Hungary Zrt.,15125,3
109503892404998,Világgazdaság,Mediaworks Hungary Zrt.,14115,4
264517713636590,PestiSracok.hu,PestiSrácok.hu,13840,4
143151351544,Színházi Olimpia 2023 / Theatre Olympics 2023,Szinházi Olimpia Nonprofit Kft.,13501,7
100505208108482,Budapest Városháza,Budapest Főváros Önkormányzat,13270,2
107898832590939,European Commission,European Commission,13006,6
129255963785124,Heol.hu,Heol.hu,12798,3
116609705085092,BP18,BP18,12735,2
326763130286,Borsod Online,Mediaworks Hungary Zrt.,12732,3
276554411147,Szabolcs Online,Mediaworks Hungary Zrt.,12501,3
326635018181862,Magyar Nemzet,Mediaworks Hungary Zrt.,12290,4
2552532618151148,Újpesti Hírek,Újpesti Hírek,11833,2
303640261940,Nemzeti Sport Online,Mediaworks Hungary Zrt.,11733,3
108346693873484,Győrffy Balázs,Balazs Gyorffy,11712,2
376436808069,Eventim - Ticket Express Hungary,TEX Hungary Kft.,11659,1
106280224056208,Gelencsér Ferenc,Momentum Mozgalom,11165,2
289633770813,UNICEF Magyarország,UNICEF Magyar Bizottság Alapítvány,10121,48
113684438795574,Párbeszéd Magyarországért,Párbeszéd Magyarországért,9971,5
430246420380967,Mirkóczki Ádám,Mirkóczki Ádám,9459,1
193944440638410,Karácsony Gergely,Budapest Főváros Önkormányzat,9331,2
136387873164491,Csárdi Antal,LMP - Magyarország Zöld Pártja,9310,1
537817739693723,Brain Bar,Brain Bar,8920,8
506348326210466,Ungár Péter,LMP - Magyarország Zöld Pártja,8770,4
100401808007704,EzaLényeg.hu,EzaLényeg.hu,8081,16
258636010813346,Delmagyar.hu,Mediaworks Hungary Zrt.,8039,2
1408906262689093,Nyitrai Zsolt,Fidesz,7840,5
187280168720178,NE HAGYD,International Organization for Migration (IOM) Hungary,7840,13
308871671705,BAON Bács-Kiskun vármegyei Online,Mediaworks Hungary Zrt.,7793,2
506244332746545,TEOL.hu,TEOL.hu,7680,2
180924612473518,Dr. Brenner Koloman,Jobbik Magyarországért Mozgalom,7616,1
14792493292,Magyar Kétfarkú Kutya Párt,Magyar Kétfarkú Kutya Párt,7570,4
112694594992064,Mehr Licht,Mehr Licht,7535,5
108248022589754,Bosch Magyarország,Bosch Magyarország,7482,6
105774734948091,Hungarian Conservative,Hungarian Conservative,7277,10
197203437879379,Szaniszló Sándor,Szaniszló Sándor,7228,4
134324809941862,Szoljon.hu,Mediaworks Hungary Zrt.,7121,2
1215492498464496,Angyal Károly,Angyal Károly Tibor,7012,4
149061108240,Kocsis Máté,Fidesz frakció,6999,2
102528011823081,Száraz Zoltán • Momentum,Momentum Mozgalom,6840,2
320986996098,zaol.hu,Mediaworks Hungary Zrt.,6757,2
142116653162328,Márki-Zay Péter,Márki-Zay Péter,6663,13
160935777365,bama.hu - a baranyai hírportál,bama.hu - a baranya megyei hírportál,6659,2
386132578063762,Balaicz Zoltán,Balaicz Zoltán,6607,3
147633001941737,kisalfold.hu,kisalfold.hu,6535,2
1237616006358749,Kékes Online,Kékes Online,6491,8
172936669443469,Dunaújvárosi Hírlap - duol.hu,Dunaújvárosi Hírlap - duol.hu,6409,2
122922027734811,feol.hu,Mediaworks Hungary Zrt.,6245,2
107760432613264,Sonline.hu - Somogy közösségi és hírportálja,Sonline.hu - Somogy közösségi és hírportálja,6243,2
76748198685,Budapest Pride,Budapest Pride,6184,8
150219742265121,Bedő Dávid,Bedő Dávid - Momentum,6147,2
189020783523,Mathias Corvinus Collegium - MCC,Mathias Corvinus Collegium Alapítvány,6096,7
447204268797621,RTL.hu,RTL.HU,6012,4
105129068891221,Frisshirek.hu,Genesis Médiacsoport Kft.,5833,5
105967164071611,Nagy Balázs Szemere és Ganztelep,Nagy Balázs István,5818,6
1756427884681079,Flos Floris Egyesület,Flos Floris Egyesület,5740,1
156847374371871,Szabó Tímea,Párbeszéd Magyarországért,5735,2
116905388345518,veol.hu,Mediaworks Hungary Zrt.,5561,2
296310837699,vaol.hu,Mediaworks Hungary Zrt.,5485,2
237088069704442,Kósa Ádám,"Adam Kosa, Member of the European Parliament",5423,1
329444931109132,Őrsi Gergely,Őrsi Gergely Ferenc,5391,2
150836998898897,aHang,aHang,4957,3
162344823835042,atlatszo.hu,atlatszo.hu,4909,2
109400335280737,Dóka Milán,Milán Dóka,4897,1
106236922109249,Hajnal-2026,Gábor Radics,4884,4
415653125518050,Hajnal Miklós,Momentum Mozgalom,4781,2
135889536506991,Design Terminal,Design Terminal Nonprofit Kft.,4725,3
100452852734271,Startlap - Vásárlás tippek,Central Médiacsoport Zrt.,4702,4
735877726607185,Momentum Zugló,Momentum Mozgalom,4563,2
1944720419101498,Dr. Lévai István Zoltán,Dr. Lévai István Zoltán,4362,1
103478164920832,Rubicon Intézet,Rubicon Intézet,4057,11
101508528866981,Fehérvár a Miénk,Fehérvár a miénk,4045,2
184922004946258,Horváth Csaba,Budapest Főváros XIV. Kerület Zugló Önkormányzata,4044,3
451844608304228,Metropol,Metropol,4038,3
177477379482620,MKKP BP XII. kerület,Magyar Kétfarkú Kutya Párt,4033,2
735736549957756,G7.hu,G7.hu Nonprofit Zrt.,3908,2
110528170650337,Csokonai15,Csokonai Nonprofit Kft.,3904,2
408924035951553,Körforrás,Körforrás,3903,3
228919710581213,Kislábnyom - Small Footprint,GreenDependent Intézet Kft.,3885,2
115295915203476,Európa Pont,Európai Bizottság Magyarországi Képviselete,3813,4
105426960813144,Gergely Bálint,Momentum Mozgalom,3804,1
930524713813621,Veszprém Vármegyei Kormányhivatal,Miniszterelnökség,3703,2
662957714132384,Baranya Vármegyei Kormányhivatal,Miniszterelnökség,3692,2
105097844200628,EzaLényeg.hu - Pestlőrinc,EzaLényeg.hu,3689,8
109565208474856,Startlap - Utazás tippek,Central Médiacsoport Zrt.,3673,3
998942343645630,Győr-Moson-Sopron Vármegyei Kormányhivatal,Miniszterelnökség,3669,2
265335314409901,Zala Vármegyei Kormányhivatal,Miniszterelnökség,3666,2
221754767906167,Bencsik János - A Tatai medencéért,Bencsik János,3662,1
2214391078645398,Jász-Nagykun-Szolnok Vármegyei Kormányhivatal,Miniszterelnökség,3647,2
434504927308376,Szabolcs-Szatmár-Bereg Vármegyei Kormányhivatal,Miniszterelnökség,3638,2
463251933733036,Csongrád-Csanád Vármegyei Kormányhivatal,Miniszterelnökség,3631,2
613386915353854,Pest Vármegyei Kormányhivatal,Miniszterelnökség,3630,2
2155947464718423,Heves Vármegyei Kormányhivatal,Miniszterelnökség,3629,2
280352548659958,Bács-Kiskun Vármegyei Kormányhivatal,Miniszterelnökség,3629,2
102474542009609,Megafilm,MEGA FILM Kft.,3613,1
344967909393503,Nagy Bálint,Fidesz,3611,5
1429644723963832,Tolna Vármegyei Kormányhivatal,Miniszterelnökség,3600,2
453802905161311,Nógrád Vármegyei Kormányhivatal,Miniszterelnökség,3596,2
1895540780551498,Komárom-Esztergom Vármegyei Kormányhivatal,Miniszterelnökség,3581,2
760926210681362,Békés Vármegyei Kormányhivatal,Miniszterelnökség,3578,2
107550610784041,Momentum Budafok-Tétény,Havasi Gábor,3577,1
2319973661602539,Fejér Vármegyei Kormányhivatal,Miniszterelnökség,3549,2
102426795954406,Nobilis Márton,Nobilis Márton,3537,2
416013835184013,Somogy Vármegyei Kormányhivatal,Miniszterelnökség,3521,2
2157309410973606,Borsod-Abaúj-Zemplén Vármegyei Kormányhivatal,Miniszterelnökség,3515,2
2244329389155255,Vas Vármegyei Kormányhivatal,Miniszterelnökség,3510,2
623719727672871,Nestlé,Nestlé Hungária Kft.,3480,2
102641477991941,bahir.hu - BAHÍR,Zöld Baranya Egyesület,3450,6
581800425838191,Scruton,Scruton,3436,3
734217673259088,Ujhelyi István dr.,Ujhelyi István EP-képviselő,3312,43
101897961290159,Momentum XVIII. kerület,Momentum Mozgalom,3281,3
733923476636885,Szatmáry Kristóf,Kristóf Szatmáry,3272,8
2309737912651039,Péterffy Attila,Péterffy Attila,3183,1
749451798500162,Portfolio Rendezvények,These ads ran without a disclaimer,3145,1
108843197390490,Fiatalok a Nemzetért Alapítvány,Fiatalok a Nemzetért Alapítvány,3050,1
103141961544400,Future of Debrecen,Future of Debrecen Egyesület,2998,6
1767688026844895,Zalaegerszeg Megyei Jogú Város,Zalaegerszegi Televízió és Rádió Kft,2989,1
221761091331222,Danube Institute,Danube Institute,2920,8
103520614495214,Ollero Marco képviselő,Momentum Mozgalom,2897,1
179392595425293,LMP Budapest,LMP - Magyarország Zöld Pártja,2894,1
718311241527566,Kassai Dániel,Kassai Dániel,2768,1
103876772542159,Momentum Dél-Vas megye,Momentum Mozgalom,2723,1
1947426878644256,Momentum Újbuda,Momentum Mozgalom,2688,1
438674070213065,Magyar Állampapír,Magyar Állampapír,2678,13
560157524019416,Szilvágyi László,LMP - Magyarország Zöld Pártja,2674,1
1652741928333536,KPSVR,KPSVR Media,2609,1
102203505677256,Fenntartható Városok,Fenntartható Közösségek Központja,2606,5
100905288315705,Jelen hetilap,Liberty Press Kft.,2584,6
519279158277826,Szülői Hang,Szülői Hang,2567,5
100221074822970,Csizmadia Péter,Dr. Csizmadia Péter,2524,2
320701218553533,Alternatíva Párt,Alternatíva párt,2511,2
113375923695023,Fidesz Budapest,Fidesz Budapest,2500,2
161746613987047,Állampolgári Bizottság az Emberi Jogokért,Állampolgári Bizottság az Emberi Jogokért,2482,4
2108607469235146,Momentum Hegyvidék,Momentum Mozgalom,2468,1
203158929827,Beol.hu Békés vármegyei online,Mediaworks Hungary Zrt.,2460,1
1357776460950406,Reaktor,Reaktor Alapítvány,2450,3
206829842043,Rétvári Bence,Rétvári Bence,2421,3
1953380668110489,Paróczai Anikó,Momentum Mozgalom,2420,1
101836344507475,Sátly Balázs,Sátly Balázs,2384,1
170187966339475,Life.hu,Mediaworks Hungary Zrt.,2383,1
85568463466,Mérce,Mérce,2377,14
1786913124951020,Mráz Ágoston Nézőpontja,Nézőpont Intézet,2375,2
109983377136210,Polgári Magyarországért Alapítvány,Polgári Magyarországért Alapítvány,2287,1
112677144392091,Dr. Pajtók Gábor,FIDESZ,2267,2
108854513993720,Derda Ádám,Ádám Derda,2264,1
107021478565752,Össze-Hordó,Fehérvár Hangja,2161,1
694941900537141,Ágh Péter,Fidesz,2135,3
211156277497,WWF Hungary,WWF Hungary,2126,6
198969456922874,MKKP Nyíregyháza,Magyar Kétfarkú Kutya Párt,2112,2
111403560236801,Bálint Istvánné Andi,Bálint Istvánné Andi,2100,3
265118580722429,Momentum Józsefváros,Momentum Mozgalom,2087,1
103591687668484,Zag Gábor,Demokratikus Koalíció,2024,1
164978926850719,Kommentár folyóirat,Kommentár folyóirat,1990,2
