Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
113988695291857,وكالة الأخبار المستقلة,أحمدو محمد المصطفى,≤100,9
108292708888062,محمد غالي ولد اشريف أحمد,These ads ran without a disclaimer,≤100,1
102041322886335,مولاي أشرف حمود الشيخ Moulaye Achraf Hamoud Cheikh,Bah Abdellahi,≤100,7
108292708888062,محمد غالي ولد اشريف أحمد,Ahmed Med Cheikh,≤100,1
106758591720574,النائب سيد محمد ولد السيدي,اطول عمر المصطف,≤100,3
110631788681313,تواصل/ الحملة الإنتخابية 2023 - معا نصنع التغيير,Abdallahi Saleck Mohamed Alem,≤100,5
158183830897328,Bellewarmedia - بلوار ميديا,Bellewarmedia - بلوار ميديا,≤100,5
130555146995650,الخليل النحوي,الخليل النحوي,≤100,7
101523669605768,Sid’Ahmed Bolle Cheibany - سيد أحمد بلّه الشيباني,Abdellahi Ahmed El Mostapha,≤100,4
111785821882316,أمل نواكشوط Espoir Nouakchott,اطول عمر المصطف,≤100,1
271202350087390,النائب البرلماني : محمد بوي ولد الشيخ محمد فاضل - خيار الحق,النائب البرلماني : محمد بوي ولد الشيخ محمد فاضل - خيار الحق,≤100,1
112996045035943,حملة مرشح الشباب: محمد ولد يحيى,اطول عمر المصطف,≤100,1
103424842746114,محمد انداري ولد عمار,محمد سالم جدو,≤100,4
101209586108776,حزب نداء الوطن,حزب نداء الوطن,≤100,3
330841846933183,حزب التجمع الوطني للإصلاح والتنمية - تواصل,Mohamed Soueidi,≤100,9
100456972130365,Mauri-design,Mauri-design,≤100,2
110597938686582,النائب أحمدو بمب ولد أحمد المختار,محمد الأمين محمد,≤100,6
112841998457564,Ahmed Salem El Ghabed - أحمد سالم الغابد,محمد الأمين محمد,≤100,3
1675355429443379,أنصار اعل الشيخ ولد الحضرامي ولد أمم,محمد الأمين محمد,≤100,1
118809651194004,حملة حزب الإنصاف في الشامي,Abdallahi Saleck Mohamed Alem,≤100,5
112362735177936,محمد عبد الله الشيخان,NEJAHPROJECT,≤100,1
116420348100139,السعد ولد أفلواط,NEJAHPROJECT,≤100,1
100289891936192,محمد حم فزاز,محمد حم فزاز,≤100,2
2021715831452421,مناصرو الميتر العيد محمدن - محامي وحقوقي ونائب في البرلمان,مناصرو الميتر العيد محمدن - محامي وحقوقي ونائب في البرلمان,≤100,1
114012888341133,"حملة اللائحة الوطنية المختلطة ل""تواصل""",Abdallahi Saleck Mohamed Alem,≤100,2
104820382606216,حملة المرشح الدكتور محمد فال طالبن,Ely Dendou Mohamed,≤100,2
122582320814095,فاطمة سيدأحمد المختار السالم,Ely Dendou Mohamed,≤100,2
104423939314677,الميناء مع الإنصاف,Abdallahi Saleck Mohamed Alem,≤100,2
100293659725893,مرشح الشباب د. محمد عبد الجليل الشيخ القاضي,Mohamed Ouwah Edje,≤100,1
104727385952102,Bright Pub,Trendyi,≤100,1
120031604401797,حملة مرشح حزب الإصلاح لنيابيات أوجفت لبروفسور اعل ولد بتار,Ely Sidi Ahmed,≤100,2
108295262180553,Tekil TV,Yacoub Taleb,≤100,1
118834241181417,النائب سهام محمد يحي,These ads ran without a disclaimer,≤100,1
104963455926864,حملة النائب منى منت الدي-اللائحة الوطنية للنساء,Abdallahi Saleck Mohamed Alem,≤100,3
107506242323950,الصفحة الرسمية  للدكتور المختار الطالب سيد احمد,El Moctar Mohamed,≤100,2
110436315171318,المنصة-Lminassa,محمد الأمين محمد,≤100,2
105362642552106,منسقية حزب الانصاف _مقاطعة واد الناقة,أحمد الخلف,≤100,1
122026777535784,مرشحة الصدق والكفاءة والبناء والتنمية - آمنة الغوث عبدالله,أحمد موسى,≤100,1
102099142884703,Berrou 2023,Berrou,≤100,1
809949419176660,صفحة المرشح عبد الله ولد امام,صفحة المرشح عبد الله ولد امام,≤100,3
112113145095343,حملة مرشح الوفاء النائب يعقوب ولد البنية,أحمد موسى,≤100,1
104201725324650,أنصار معالي الوزير الداه ولد سيد أعمر طالب,أنصار معالي الوزير الداه ولد سيد أعمر طالب,≤100,2
102041322886335,مولاي أشرف حمود الشيخ Moulaye Achraf Hamoud Cheikh,These ads ran without a disclaimer,≤100,1
283565742452097,حملة تواصل - مقاطعة توجنين 2023,أحمد الخلف,≤100,1
113038711768158,عبد الرحمن العيدي - مرشح اللائحة الوطنية للشباب,Aman-Si,≤100,1
