Location name,Amount spent (CHF)
Aargau,244
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,169
Basel-Landschaft,1691
Bern,314
Canton of Geneva,486
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,455
Fribourg,≤100
Graubünden,≤100
Jura,≤100
Luzern,102
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,108
Thurgau,≤100
Ticino,120
Unknown,≤100
Uri,≤100
Valais,≤100
Vaud,281
Zug,≤100
Zürich,8498
