Location name,Amount spent (NOK)
Akershus,5196
Aust-Agder,708
Buskerud,1596
Finnmark,826
Hedmark,1136
Hordaland,4056
Møre og Romsdal,1740
Nord-Trøndelag,1228
Nordland,1885
Oppland,1128
Oslo,8231
Rogaland,2680
Sogn og Fjordane,676
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,3644
Telemark,1375
Troms,1446
Unknown,≤100
Vest-Agder,1542
Vestfold,1898
Østfold,2421
