Location name,Amount spent (MYR)
Johor,429
Kedah,243
Kelantan,182
Kuala Lumpur,395
Labuan,≤100
Malacca,109
Negeri Sembilan,120
Pahang,435
Penang,142
Perak,229
Perlis,≤100
Putrajaya,≤100
Sabah,270
Sarawak,235
Selangor,721
Terengganu,179
Unknown,≤100
