Page ID,Page name,Disclaimer,Amount spent (HNL),Number of ads in Library
703368406666619,Vox Populi HN,Vox Populi HN,1463,1
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,796,1
114601521910,Jorge Aldana,Jorge  Aldana,630,3
919092984894463,Partido Salvador de Honduras,Cordelia Ordoñez,461,1
103031135787229,Sensus,Sensus,345,10
104599735671754,Goberna Honduras,Goberna Honduras,342,15
459107311130639,Dr. Luther Harry,Dr. Luther Harry,226,6
486382251906084,Honduras El Pais,Diario El  Pais.hn,197,4
491553204198958,Revistazo.com,Revistazo.com,167,2
496839213786593,"Secretaría Nacional de Ciencia, Tecnología e Innovación","Secretaría Nacional de Ciencia, Tecnología e Innovación",157,2
112529930493702,Democracia en Acción Hn,Voto Informado Honduras,123,1
130202453827085,Asociacion Calidad de Vida,Asociación Calidad de Vida,109,2
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),≤100,2
106441168622152,Popi Bissu,These ads ran without a disclaimer,≤100,1
110758525229609,Amazon Forest Hn,These ads ran without a disclaimer,≤100,1
113269508315815,Alimentacion_saludable_si,These ads ran without a disclaimer,≤100,1
112085385009040,asesor.vehicularhn,These ads ran without a disclaimer,≤100,1
116308369063243,Kambria,These ads ran without a disclaimer,≤100,1
222957571664804,StudentHub,These ads ran without a disclaimer,≤100,1
2281397285261127,PorciNews España,These ads ran without a disclaimer,≤100,1
100846489215390,Cactus Cat,These ads ran without a disclaimer,≤100,1
111269601874307,Comunidade da criança,These ads ran without a disclaimer,≤100,5
468235363353629,Vos Honduras,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
126700504034654,Studyportals,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,3
