Location name,Amount spent (NOK)
Akershus,9701
Aust-Agder,1381
Buskerud,4513
Finnmark,3131
Hedmark,4046
Hordaland,9155
Møre og Romsdal,4245
Nord-Trøndelag,2485
Nordland,8751
Oppland,3753
Oslo,10734
Rogaland,6915
Sogn og Fjordane,1391
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,6602
Telemark,3693
Troms,4968
Unknown,≤100
Vest-Agder,2585
Vestfold,3772
Østfold,5111
