Location name,Amount spent (EUR)
Burgenland,333
Carinthia,793
Lower Austria,3262
Salzburg,721
Styria,1908
Tyrol,859
Unknown,≤100
Upper Austria,1740
Vienna,3381
Vorarlberg,615
