Page ID,Page name,Disclaimer,Amount spent (TWD),Number of ads in Library
148475335184300,Greenpeace 綠色和平 (台灣網站),Greenpeace 綠色和平 (台灣網站),41919,125
238507146264909,國際特赦組織 台灣分會 Amnesty International Taiwan,國際特赦組織 台灣分會 Amnesty International Taiwan,21678,136
105556085524776,Twpca-台灣野良犬照護協會,Twpca-台灣野良犬照護協會,15896,2
106801464127093,目目非營利 MUVE NPO,目目非營利,12158,24
820612794778213,渣打銀行 Taiwan,渣打國際商業銀行,11540,12
693907914395620,良杯製所 Oolab,良杯製所 Oolab,11255,8
690872861052082,呱吉,呱吉,8349,6
152472278103133,賴清德,賴清德,6816,2
891084220962935,時代力量 New Power Party,時代力量 New Power Party,6128,3
465616346853075,RE-THINK 重新思考,RE-THINK 重新思考,5524,17
113021403762187,法律協會-債務協商 更生 清算 -全台服務,法律協會-債務協商 更生 清算 -全台服務,4581,2
177161918975981,基督教芥菜種會,基督教芥菜種會,4548,23
286487218798,遠見雜誌,遠見雜誌,4474,3
211730475524462,大陸委員會,大陸委員會,4317,11
241284961029,udn.com 聯合新聞網,udn.com 聯合新聞網,4059,8
106665874127896,TUN 惇聚,TUN 惇聚,4008,3
219315794887869,聯合報,聯合報股份有限公司,3403,33
142816435924517,DBS 星展銀行,DBS 星展銀行,3344,15
179608846121604,富達投信 Fidelity International - Taiwan,富達投信 Fidelity International - Taiwan,3102,2
246517878713911,劉家昌,劉家昌工作室,2974,1
195890640463420,台灣永續能源研究基金會 Taiwan Institute for Sustainable Energy (TAISE),台灣永續能源研究基金會 Taiwan Institute for Sustainable Energy (TAISE),2967,11
104118131540086,湯德章紀念協會,湯德章紀念協會,2928,17
390569611008641,願景工程 Vision Project,願景工程基金會,2669,40
2049728081906577,自由時報財經頻道,自由時報財經頻道,2524,1
109462390640602,企業勞動法務管理顧問-勞動契約、勞資爭議、勞務健檢、教育訓練、法律事務、法律風險控管,企業勞動法務管理顧問-勞動契約、勞資爭議、勞務健檢、教育訓練、法律事務、法律風險控管,2393,4
201785650801,亞洲大學(Asia University Taiwan),亞洲大學,2300,3
365320250345879,林昶佐 Freddy Lim,林昶佐國會辦公室,2111,1
1212271885604995,社團法人愛的延續公益協會,社團法人愛的延續公益協會,2110,2
1629474157289221,小牛頓,小牛頓科學教育有限公司,2085,12
401843085061,台電電力粉絲團,台電,2024,1
116136048144770,下一代學生行人路權聯盟,下一代學生行人路權聯盟,1997,5
