Page ID,Page name,Disclaimer,Amount spent (XAF),Number of ads in Library
221346451609520,Vadim Osdet Mvouba,Magikcommunication,1188,1
107342645538438,Daylix Management,These ads ran without a disclaimer,≤100,1
108091988358295,Travels All Abroad,These ads ran without a disclaimer,≤100,2
358481724165689,UTS International Students,These ads ran without a disclaimer,≤100,1
111160730747637,Trivia Stars,These ads ran without a disclaimer,≤100,1
