Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
737169626371453,Heimildin,Stundin,10678,5
573559522797177,Flokkur fólksins,Flokkur Fólksins,5886,4
128854307193614,Landsvirkjun,Landsvirkjun,4687,2
441539862613489,Foreldrasamtök gegn áfengisauglýsingum,Árni Guðmundsson,2837,1
164555479899,Samfylkingin í Hafnarfirði,Samfylkingin í Hafnarfirði,2162,1
152804904889,Samfylkingin,Samfylkingin,2050,1
154893001218870,ADHD samtökin,ADHD samtökin,2025,4
106979180938014,Samstöðin,Samstöðin ehf,1919,2
430089884101936,Þingflokkur Pírata,Þingflokkur Pírata,1902,1
103123311914005,Elva Hrönn Hjartardóttir,Elva Hrönn Hjartardóttir,1229,5
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,1060,1
165630723862615,Andríki,Andríki,792,1
162409941250265,Sanna Reykjavík,Sósíalistaflokkur Íslands,783,1
1259808350720927,Þorgerður Katrín Gunnarsdóttir,Viðreisn,760,1
396010277151129,Sjálfstæðisfélag Seltirninga,Sjálfstæðisfélag Seltirninga,729,1
626846780726124,Viðreisn,Viðreisn,696,2
191062371446100,Klappir,These ads ran without a disclaimer,529,6
196907954119033,Orkustofnun,Orkustofnun,462,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,457,1
725505594135727,Adventure Escape,These ads ran without a disclaimer,144,1
109226401995838,creandomundos_ai,These ads ran without a disclaimer,≤100,1
102183939383012,GLOC 2023 - Global Space Conference on Climate Change,These ads ran without a disclaimer,≤100,1
573576529748008,Sifted,These ads ran without a disclaimer,≤100,2
