Location name,Amount spent (ARS)
Buenos Aires,1500504
Catamarca,57379
Chaco,53639
Chubut,41679
Ciudad Autónoma de Buenos Aires,211260
Corrientes,21777
Córdoba,1538548
Entre Rios,44369
Formosa,13806
Jujuy,74162
La Pampa,49494
La Rioja,16987
Mendoza,28330
Misiones,18631
Neuquén,78236
Río Negro,25603
Salta,87094
San Juan,40779
San Luis,38456
Santa Cruz,4220
Santa Fe,190587
Santiago del Estero,10632
Tierra del Fuego,25659
Tucuman,43278
Unknown,≤100
