Page ID,Page name,Disclaimer,Amount spent (GBP),Number of ads in Library
104444729065513,Victoria Segovia,These ads ran without a disclaimer,≤100,1
100627069630168,Cecília Martins,These ads ran without a disclaimer,≤100,5
111014438406253,Trendyspread shop1,These ads ran without a disclaimer,≤100,1
669307523469574,EveryJew,These ads ran without a disclaimer,≤100,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,2
