Location name,Amount spent (NZD)
Auckland Region,3024
Bay of Plenty Region,766
Canterbury,1487
Cook Islands,≤100
Gisborne District,≤100
Hawke's Bay,474
Manawatu-Wanganui,600
Marlborough Region,≤100
Nelson Province,187
Niue,≤100
Northland Region,376
Otago,478
Southland,244
Taranaki,298
Tasman District,136
Unknown,≤100
Waikato,1121
Wellington Region,1095
West Coast,≤100
