Location name,Amount spent (EUR)
Aveiro District,139
Azores,≤100
Beja District,≤100
Braga District,175
Braganca,≤100
Castelo Branco District,≤100
Coimbra District,≤100
Faro District,119
Guarda District,≤100
Leiria District,103
Lisbon District,678
Madeira,≤100
Portalegre District,≤100
Porto District,434
Santarém District,≤100
Setúbal District,258
Unknown,≤100
Viana do Castelo District,≤100
Vila Real District,≤100
Viseu District,≤100
Évora District,≤100
