Location name,Amount spent (NZD)
Auckland Region,4933
Bay of Plenty Region,919
Canterbury,1646
Cook Islands,≤100
Gisborne District,128
Hawke's Bay,536
Manawatu-Wanganui,697
Marlborough Region,115
Nelson Province,157
Niue,≤100
Northland Region,493
Otago,583
Southland,256
Taranaki,308
Tasman District,≤100
Unknown,≤100
Waikato,1177
Wellington Region,1316
West Coast,≤100
